"ISBN";"nb.Ratings";"mean";"sd";"max";"min";"med"
"553295772";14;7.5;1.56;10;5;7
"553295977";21;8.14;1.68;10;5;8
"553296981";47;8.74;1.33;10;5;9
"553299506";17;7.18;1.98;10;3;7
"553348973";11;7.73;1.74;10;5;8
"553348981";14;8.14;1.56;10;5;8
"553375407";35;8.4;1.59;10;5;9
"553377868";18;8;1.61;10;4;8
"553377876";11;6.18;1.78;9;3;7
"553377884";8;8.38;2.07;10;4;9
"553380095";21;7.57;1.72;10;4;8
"553380958";12;8.25;2.05;10;4;8.5
"553560247";22;7.05;1.99;10;1;7
"553560735";18;8.06;1.59;10;5;8
"553561618";22;7.41;1.3;10;5;7.5
"553562614";18;8.56;1.42;10;4;9
"553562738";17;8.65;1.37;10;6;9
"553563521";18;8.28;1.6;10;4;8.5
"553564528";22;7.82;1.47;10;5;8
"553565915";15;6.93;2.25;10;3;7
"553569031";13;8.15;1.21;10;6;8
"553569058";16;7.19;1.47;10;5;7.5
"553569155";21;7.24;1.58;10;4;7
"553569910";26;7.77;1.77;10;3;8
"553571656";17;7.94;1.78;10;3;8
"553571818";18;7.33;1.68;10;4;7.5
"553571885";22;8.09;1.38;10;5;8
"553572040";17;7.59;2.37;10;3;8
"553572202";14;7.36;1.28;10;5;7
"553572210";12;6.58;1.38;9;5;7
"553572326";17;8;1.62;10;5;8
"553572997";62;7.73;1.52;10;4;8
"553573136";27;7.93;1.69;10;4;8
"553573209";12;6.75;1.42;9;5;7
"553573403";21;8.76;1.37;10;5;9
"553573616";13;8.08;1.89;10;5;8
"553574574";32;7.91;2.13;10;1;8.5
"553574639";14;8.57;1.5;10;6;9
"553574663";21;7.33;1.85;10;5;8
"553574671";16;7.19;1.52;10;5;7
"553575384";18;8.5;1.5;10;5;9
"553576089";15;8.27;1.22;10;6;8
"553576798";15;8;1.65;10;5;8
"553576801";23;7.61;1.78;10;3;8
"553578022";27;7.93;1.27;10;5;8
"553578308";17;7.41;1.62;10;5;7
"553578316";23;7.48;2.09;10;2;8
"553578359";10;8.2;1.23;10;7;8
"553578685";13;8.77;1.09;10;7;9
"553578693";17;8.24;1.3;10;5;8
"553579606";32;7.03;1.49;10;5;7
"553579754";31;7.9;2.02;10;3;8
"553579983";19;7.84;1.5;10;5;8
"553580191";25;7.92;1.78;10;2;8
"553580221";34;7.41;1.67;10;3;8
"553580272";16;7.62;2.06;10;3;8
"553580515";14;8;1.18;10;6;8
"553580930";16;7.5;1.51;10;5;7
"553581554";17;7.94;1.78;10;5;8
"553582127";28;7.46;1.86;10;3;7
"553582135";30;7.4;2.24;10;2;8
"553582143";21;7.9;1.48;10;5;8
"553582364";16;7.31;1.7;10;3;8
"553582526";23;7.48;1.47;9;4;8
"553582658";8;7.75;1.67;10;5;8
"553582747";37;8.24;1.62;10;3;8
"553582755";46;7.89;1.74;10;3;8
"553582763";20;8.05;1.96;10;4;8
"553583441";19;7.58;1.54;10;4;7
"553583468";19;7.53;2.32;10;1;8
"553583956";15;7.4;1.24;9;5;7
"553583980";4;8.5;1.29;10;7;8.5
"553584375";15;8.47;1.06;10;6;9
"553584383";16;7.56;1.67;10;4;7.5
"553584510";14;8.64;1.08;10;6;9
"553586122";19;7.95;2.17;10;2;8
"553801376";12;7.33;2.06;10;4;8
"553801430";14;8.43;1.28;10;7;8.5
"553802461";10;7.1;2.28;10;4;7
"553802488";12;7.42;2.23;10;3;8
"553802496";24;8.46;1.61;10;5;9
"571081789";13;8;1.35;10;6;8
"575400951";9;8.44;1.01;10;7;9
"590112899";12;8.83;1.19;10;7;9
"590353403";64;9.05;1.35;10;5;10
"590371258";5;8;2.35;10;5;9
"590660543";23;8.43;1.12;10;7;8
"60008032";12;7.17;1.95;9;2;8
"60008776";6;7.17;1.33;9;5;7
"60085452";18;8.11;1.18;10;6;8
"60090367";16;7.31;1.96;10;4;8
"60096195";25;8.24;1.2;10;5;8
"60168013";6;7.83;1.6;10;6;8
"60173289";31;7.48;2.1;10;2;7
"60175400";29;8.62;1.61;10;4;9
"60175966";21;8.24;1.45;10;5;8
"60188731";18;7.78;1.66;10;5;8
"60194448";11;8.09;0.7;9;7;8
"60198133";15;7.4;1.45;10;4;8
"60199652";30;8.17;1.56;10;4;8
"60248025";19;8.58;1.68;10;5;9
"60256672";15;9.33;1.05;10;7;10
"60256737";10;9.1;1.2;10;7;10
"60391626";35;8.29;1.81;10;4;9
"60392452";89;7.93;2.1;10;1;8
"60502258";83;7.77;1.78;10;2;8
"60505885";14;7.43;1.4;9;5;7.5
"60512806";12;8.5;2.5;10;1;9
"60512822";19;8.26;1.73;10;5;9
"60517794";18;7.83;1.58;10;5;8
"60740450";12;6.92;2.64;10;1;7
"60809833";13;9.08;1.44;10;5;10
"60830956";15;8.87;0.83;10;7;9
"60914653";17;8;2.15;10;3;9
"60915544";62;8.44;1.25;10;5;9
"60916508";27;8.48;1.5;10;5;9
"60920084";24;7.62;1.41;10;5;7
"60921145";38;7.68;1.53;10;5;8
"60922532";28;7.82;1.28;10;5;8
"60926317";18;7.06;2.15;10;2;7.5
"60927569";11;8;1.73;10;4;9
"60928336";146;7.96;1.61;10;3;8
"60929790";25;8.52;1.48;10;4;9
"60929871";37;7.62;1.59;10;2;8
"60930187";22;8.23;2.09;10;3;9
"60930535";101;8.25;1.8;10;3;9
"60931418";18;8.06;1.21;10;5;8
"60932139";10;7.8;1.69;10;5;7.5
"60932759";23;7.65;1.19;10;5;8
"60932813";11;7.36;2.42;10;1;7
"60934417";66;8.15;1.55;10;4;9
"60934719";15;7.93;1.22;10;5;8
"60934913";12;8;1.54;10;5;8
"60935464";10;9.4;0.84;10;8;10
"60936363";14;7.71;2.16;10;3;8
"60938455";77;8.48;1.47;10;4;9
"60955775";12;7.25;2.38;10;2;8
"60958022";36;7.81;1.74;10;3;8
"60959037";47;8.19;1.26;10;5;8
"609608444";17;8.59;1.18;10;6;9
"609610597";29;7.24;2.2;10;2;8
"60964049";21;8.29;1.65;10;4;9
"60976241";16;7.5;1.55;10;5;7
"60976497";11;6.55;1.92;10;3;7
"60976845";86;7.78;1.66;10;2;8
"60977493";43;7.49;2.13;10;1;8
"609804138";56;7.62;2.35;10;1;8
"609807900";19;8.26;1.28;10;5;9
"60987103";81;7.9;1.8;10;3;8
"60987529";52;7.67;1.45;10;4;8
"60987561";45;8.29;1.84;10;2;9
"60988649";8;6.5;2.14;9;3;7
"61000027";13;7.62;1.98;10;4;8
"61000043";15;7.6;1.76;10;5;8
"61000175";15;8.2;1.21;10;6;8
"61009059";74;7.88;1.49;10;5;8
"61013412";9;6.89;0.93;8;5;7
"61015725";34;7.74;1.58;10;3;8
"61020710";18;6.89;1.71;9;2;7
"61030635";9;7.44;1.74;9;5;8
"61030643";12;7.58;1.16;10;6;7.5
"61031070";11;7.18;1.66;10;5;7
"61031410";12;7.33;1.67;10;5;7
"61031844";15;6.13;1.88;9;3;7
"61032093";13;7.23;1.88;9;2;8
"61044431";12;7.67;1.3;9;5;8
"61057649";14;8.5;1.45;10;5;9
"61092177";12;8.58;1.24;10;6;8
"61092606";15;7.87;1.36;10;5;8
"61092614";13;7.69;1.65;10;5;8
"61093335";11;7.64;1.57;10;5;8
"61094129";15;7.67;1.4;10;5;8
"61096113";13;7.38;1.89;10;4;8
"61097101";31;7.71;1.62;10;5;8
"61097314";29;7.66;1.59;10;3;8
"61097853";16;7.94;1.57;10;5;8
"61097861";15;8.47;0.83;10;7;8
"61098795";15;7.4;1.72;10;5;7
"618002219";23;8.78;1.81;10;2;9
"618002227";32;8.94;1.52;10;5;9.5
"618002235";15;9.8;0.56;10;8;10
"618129022";17;9.12;1.62;10;5;10
"62502174";6;9.5;0.84;10;8;10
"62502182";44;8;1.58;10;5;8
"64400018";16;8.88;1.26;10;6;9
"64400026";15;7.6;2.56;10;1;8
"64400042";16;8.88;2.03;10;2;9.5
"64400557";38;9.13;1.23;10;5;10
"64400581";13;8;1.91;10;5;8
"64401847";18;8.17;1.72;10;5;8
"64405176";13;7.92;1.98;10;5;9
"64405842";15;8.27;1.58;10;5;8
"64407055";10;7.8;1.87;10;4;8
"64407667";62;7.29;2.18;10;2;7
"64407675";31;7.77;1.91;10;4;8
"64407683";17;8.29;1.57;10;5;8
"64407691";17;8.76;1.03;10;7;9
"64471047";28;8.82;1.31;10;5;9
"64471055";14;8.36;1.15;10;7;8
"64471063";24;8.79;1.1;10;7;9
"64471101";21;8.62;1.02;10;7;9
"64471837";13;8.23;0.93;10;7;8
"64472272";27;8.11;1.53;10;6;8
"66211611";14;7.5;1.34;10;6;7
"66214122";40;7.7;2.13;10;2;8
"66214440";12;6.58;1.38;9;5;6
"670030643";26;8.04;1;10;6;8
"670031909";16;8.38;1.09;10;7;9
"670032379";18;8.61;1.54;10;4;9
"670805149";10;7.4;1.26;9;5;7.5
"670813028";11;8.18;1.6;10;5;8
"670813648";12;8.25;2.01;10;5;9
"670835382";18;8.33;1.75;10;5;9
"670839531";20;7.65;2.46;10;2;8
"670844527";25;7.84;1.68;10;5;8
"670855030";17;8.53;1.81;10;5;9
"670858692";19;7.37;2.03;10;5;8
"670865796";23;7.65;2.1;10;1;8
"670868361";23;8.04;1.43;10;5;8
"670869902";16;6.12;2.22;10;2;6
"670880728";27;7.44;2.33;10;1;8
"670891576";10;7.7;1.77;10;5;8
"670892963";37;7.19;1.66;10;2;7
"670894184";21;7.57;2.18;10;2;8
"670894605";24;8.62;1.01;10;7;8.5
"671001132";14;8.79;1.25;10;6;9
"671001795";63;8.24;1.35;10;5;8
"671002481";15;7.93;1.49;10;5;8
"671003755";100;7.42;1.66;10;1;8
"671004107";36;7.89;1.82;10;3;8
"671004530";37;7.54;1.28;10;5;8
"671004549";18;7.5;2.15;10;4;8
"671004565";20;7.3;1.53;10;4;7.5
"671004573";29;7.83;1.65;10;5;8
"671011367";29;7.24;1.5;10;5;8
"671011375";25;7.68;1.46;10;3;8
"671014196";25;7.12;1.67;10;3;7
"671014919";20;6.75;1.83;10;3;7
"671016768";13;7.92;1.55;10;6;8
"671016776";10;7.9;1.85;10;5;8
"671021001";105;7.74;1.74;10;3;8
"671023616";25;7.56;1.71;10;3;8
"671024094";16;8;1.79;10;5;9
"671024108";15;7.13;1.6;10;4;7
"671024248";29;7.79;1.92;10;3;8
"671025333";17;6.82;2.3;10;2;7
"671026011";12;7.83;1.19;10;5;8
"671027344";25;7.76;2.37;10;1;8
"671027360";131;8.24;1.56;10;2;8
"671027387";46;7.8;1.61;10;3;8
"671027573";21;8.14;1.77;10;5;8
"671027581";17;6.88;2;10;3;7
"671027646";16;8.12;1.67;10;5;8
"671027662";16;7.5;1.83;10;3;8
"671028367";22;7.27;1.67;10;5;7
"671028375";25;8.2;1.22;10;5;8
"671028383";16;7.38;1.71;9;2;8
"671034006";20;8.1;1.33;10;5;8
"671034022";16;8.19;1.6;10;5;8.5
"671036505";22;7.32;1.86;10;4;7.5
"671038184";36;7.58;1.86;10;1;8
"671038443";15;7.6;1.72;10;4;8
"671038567";11;7.45;1.69;10;5;7
"671039725";17;8.12;1.9;10;5;8
"671039741";5;9;1.73;10;6;10
"671041789";50;8.4;1.6;10;4;9
"671042262";30;8.47;1.31;10;6;9
"671042556";11;8.09;1.04;10;6;8
"671042572";20;7.55;0.94;9;5;7.5
"671042858";44;7;2.17;10;2;7
"671250671";31;7.52;1.77;10;4;8
"671443283";12;7.25;1.71;10;5;7
"671510053";60;7.53;1.81;10;2;8
"671519816";12;8.08;1.38;10;5;8
"671524313";14;8.36;1.69;10;5;8.5
"671525743";12;7.67;1.61;10;5;8
"671527215";14;8.36;2.13;10;2;9
"671534718";17;7.59;2;10;5;7
"671534734";16;6.12;2.55;10;1;6
"671568175";13;7.54;1.81;10;5;8
"671617028";39;9.1;0.85;10;7;9
"671623249";11;8.64;1.5;10;5;9
"671670689";17;7.29;2.52;10;1;8
"671673688";21;6.81;1.69;10;3;7
"671683993";19;7.53;1.9;10;3;8
"671693816";29;6.86;1.77;10;3;7
"671695126";14;7.71;2.16;10;5;8
"671695169";14;7;2.63;10;1;7
"671701231";13;7.46;1.76;10;4;8
"671705091";18;8.44;1.76;10;5;9
"671708635";30;6.73;1.86;10;2;7
"671727583";13;6.15;1.21;8;4;6
"671727796";35;8.31;1.57;10;4;9
"671729411";17;8.12;1.05;10;7;8
"671741187";14;7.71;1.73;10;5;8
"671741195";15;7.8;1.37;10;5;8
"671742515";10;8.7;1.16;10;7;9
"671743058";10;8.6;1.71;10;5;9
"671744216";22;8.18;1.76;10;4;9
"671755064";13;6.92;1.38;9;4;7
"671758896";31;7.58;1.63;10;5;8
"671759345";16;7.69;1.85;10;5;7.5
"671776134";24;7.79;1.35;10;5;8
"671776975";11;8.45;1.44;10;7;9
"671789422";11;8.82;1.17;10;7;9
"671793489";34;8.15;1.33;10;5;8
"671867091";21;7.9;1.76;10;4;8
"671867113";26;7.73;1.97;10;3;8
"671867156";34;7.97;1.53;10;5;8
"671867172";30;7.2;1.81;10;3;7
"671868691";10;8;1.63;10;5;8
"671880187";20;8.15;1.23;10;5;8
"671880314";25;8.4;1.41;10;4;9
"671886665";17;8;1.73;10;5;8
"671888587";24;7.38;1.58;10;4;7.5
"671894455";29;6.83;2.52;10;1;7
"679405283";17;6.71;2.14;10;2;7
"679412956";18;7.56;1.76;10;5;8
"679419454";13;7.62;1.33;10;5;8
"679419462";18;7.56;1.2;9;5;8
"679426140";12;8.33;1.37;10;6;8.5
"679426159";15;7.93;1.79;10;4;8
"679429220";55;7.98;1.63;10;3;8
"679432477";15;7.93;1.98;10;4;8
"679439382";18;5.94;2.44;9;1;7
"679441018";23;6.96;2.25;10;3;8
"679442790";15;7.73;1.71;10;5;8
"679444815";36;8.14;1.53;10;5;8
"679446486";24;7.67;1.9;10;4;8
"679448594";14;6.14;2.03;9;2;6.5
"679454454";11;8.64;1.12;10;6;9
"679454489";12;7.5;1.45;9;5;8
"679457313";15;7.73;2.15;10;2;8
"679457526";22;8.14;1.17;10;6;8
"679459618";16;7.44;1.86;10;5;7
"679459626";16;7.56;1.36;9;5;8
"679720200";24;7.46;2.13;10;3;8
"679721037";13;8.54;1.39;10;6;8
"679721886";12;8;1.81;10;5;8.5
"679723110";12;7.67;1.67;10;5;7
"679723161";29;8.52;1.62;10;3;9
"679731148";32;7.97;1.53;10;5;8
"679731725";20;8.05;1.76;10;5;8
"679732411";13;8.08;2.29;10;3;9
"679732764";14;8.5;1.22;10;6;9
"679734775";25;7.84;1.43;10;5;8
"679735666";10;8.3;1.57;10;6;8.5
"679735771";28;7.61;1.95;10;3;8
"679735909";26;7.81;1.86;10;5;7.5
"679736042";16;7.44;1.5;10;5;7.5
"679742298";15;8.53;1.51;10;5;9
"679744398";27;7.56;2.04;10;2;8
"679745203";48;7.81;1.58;10;4;8
"679746048";74;7.3;1.69;10;2;7
"679751521";33;7.73;1.92;10;1;8
"679751602";23;7.57;1.62;10;5;8
"679772677";19;8.21;1.03;10;7;8
"679774025";9;8.56;1.33;10;6;8
"679775439";14;8.29;1.49;10;6;8.5
"679776818";12;7.42;1.56;10;5;7.5
"679785892";19;8.58;1.3;10;6;9
"679879242";12;7.92;1.93;10;5;8
"679886370";7;7;2.77;10;2;7
"684195976";14;7.71;2.02;10;3;8.5
"684195984";17;7.35;1.8;10;5;7
"684800713";13;7.46;2.18;10;3;8
"684801051";9;8.22;1.72;10;6;9
"684801221";23;8.57;1.73;10;4;9
"684801523";46;7.2;2.21;10;2;8
"684803860";9;8.44;1.33;10;7;8
"684810387";19;7.05;1.75;10;3;8
"684810395";14;7.5;1.16;10;5;8
"684814994";21;8.1;2;10;4;8
"684832291";13;6.54;1.66;9;3;7
"684833395";28;8.18;2;10;3;9
"684835959";13;8.08;1.19;10;5;8
"684835983";17;8.24;1.89;10;3;9
"684841185";9;7.67;1.58;10;5;8
"684848783";41;7.41;1.91;10;2;8
"684853507";26;8.5;1.56;10;5;9
"684853515";30;8.07;1.95;10;2;8
"684853523";20;7.8;2.26;10;2;8
"684857820";21;7.86;1.42;10;3;8
"684862719";19;7.84;1.64;10;3;8
"684863472";11;7.27;2.28;10;3;8
"684865742";29;7.38;1.82;10;2;8
"684867621";26;7.27;2.27;10;3;8
"684872153";64;8.16;1.76;10;2;9
"684874350";68;8.35;1.66;10;3;9
"688170528";23;7.78;2.13;10;2;8
"688177743";13;8.08;1.26;10;6;8
"688177751";35;7.77;1.09;10;5;8
"688177859";19;7.68;1.77;10;5;8
"688177867";12;6.25;1.96;10;3;6.5
"689817851";22;8;1.51;10;5;8
"70212570";46;8.54;1.21;10;6;8
"7110928";10;8.6;1.07;10;7;8
"740704818";18;8.78;2.21;10;1;10
"740723367";13;8.46;1.71;10;5;9
"743203631";23;7.39;1.44;10;4;7
"743206029";22;8;1.6;10;5;8
"743206045";25;7.56;1.64;10;4;8
"743206061";13;7.85;1.95;10;4;9
"743211375";28;7.11;1.81;10;5;7
"743211383";30;6.67;2.38;10;2;7
"743222229";12;8.83;1.19;10;7;9
"743224574";25;7.68;1.8;10;3;8
"743225082";22;7.77;1.23;10;5;8
"743225325";14;7.5;1.34;10;5;7.5
"743225406";27;7.74;2.14;10;3;8
"743225422";12;7.92;1.44;10;5;8
"743227441";36;8.53;1.44;10;5;9
"743235150";25;8.12;2.03;10;5;9
"743237188";52;7.71;1.74;10;3;8
"743237196";9;8.11;1.76;10;5;8
"743245520";21;7.33;2.13;10;2;8
"743262174";11;8.09;2.39;10;3;9
"743406176";17;7.71;1.76;10;5;8
"743407083";13;7.54;1.61;9;5;8
"743411250";19;7.11;1.63;10;5;7
"743411269";16;7.56;1.5;10;4;7.5
"743411323";10;8.8;1.03;10;6;9
"743411331";8;7.75;1.16;10;6;8
"743412028";30;7.5;1.55;10;4;7
"743417682";24;7.75;1.48;10;4;8
"743418174";116;8.04;1.33;10;5;8
"743418190";15;7.73;1.71;10;3;8
"743418204";34;7.85;1.6;10;3;8
"743424425";11;8.36;1.57;10;5;9
"743436210";40;7.42;1.99;10;3;8
"743437640";17;7.76;1.09;10;5;8
"743437802";16;8.31;1.7;10;4;8.5
"743439740";15;8.73;1.16;10;7;8
"743454146";14;8.71;1.33;10;5;9
"743454529";16;9.56;0.51;10;9;10
"743455967";11;8.64;1.91;10;5;9
"743457358";30;7.93;1.6;10;4;8
"743460529";20;7.1;2.02;10;2;7
"743467523";26;7.77;1.86;10;4;8
"743469801";16;8.12;1.54;10;5;8
"743486226";10;7.6;1.9;10;4;8
"753804700";5;7.6;1.14;9;6;8
"765341972";16;6.44;1.59;9;3;7
"765342987";21;8.24;2.45;10;1;9
"767900383";33;7.39;1.71;10;4;8
"767902513";15;8.4;1.45;10;6;9
"767902521";37;8.11;1.26;10;5;8
"767902890";18;8.33;1.61;10;4;8.5
"767903382";12;8.08;1.38;10;6;8
"767903579";13;7.08;2.22;10;3;7
"767903862";12;7.5;2.2;10;1;8
"767905180";52;7.44;1.93;10;1;8
"767905202";18;7.06;2.13;10;3;7
"767905385";39;7.74;1.41;10;5;8
"767905938";11;7.82;2.18;10;3;8
"767907817";22;7.73;1.35;10;5;8
"767912233";12;7.83;1.59;10;5;8
"767913000";10;7.9;0.99;9;6;8
"767914767";13;7.77;1.64;10;5;8
"767915054";23;6.61;1.7;10;4;7
"767916069";13;6.38;2.02;9;2;7
"786808551";14;8.71;1.07;10;6;9
"786817070";38;7.82;1.75;10;3;8
"786861347";10;7.4;2.01;10;4;7.5
"786862564";17;7.18;1.94;10;4;7
"786866020";13;7.54;2.26;10;4;7
"786866276";12;8.33;1.5;10;5;8.5
"786866586";17;6.59;2.21;10;2;7
"786866845";14;8.21;1.53;10;5;8
"786867647";34;8.21;1.32;10;5;8
"786868015";11;8.09;1.58;10;5;8
"786868619";20;8.25;1.62;10;5;8
"786868716";116;7.99;1.84;10;3;8
"786869216";13;8;1.58;10;5;8
"786881852";44;7.57;1.59;10;4;8
"786884592";13;7.62;1.98;10;4;8
"786885688";37;7.08;1.71;10;3;7
"786889020";17;6.29;2.28;10;2;6
"786889616";13;7.23;1.64;10;5;7
"786890436";23;6.96;1.85;10;2;7
"802130208";34;7;2.66;10;2;8
"802135196";16;6.94;1.98;10;3;7
"802139256";20;8.05;1.47;10;5;8
"804102988";17;8.06;1.34;10;5;8
"804105820";26;7.88;1.4;10;5;8
"804106304";105;8.23;1.21;10;5;8
"804108749";22;7.59;1.59;10;4;8
"804111359";35;7.43;2.29;10;1;8
"804111898";12;8.08;1.62;10;5;8
"804114609";13;8.38;1.19;10;7;8
"804114986";52;7.94;1.63;10;2;8
"804115613";19;8.74;1.1;10;7;9
"804115761";19;6.47;2.06;10;3;6
"805019375";16;7.56;1.15;10;5;8
"805036377";17;7.65;1.54;10;5;8
"805036504";15;7.4;1.59;10;5;8
"805059555";20;7.65;1.79;10;5;8
"805062971";21;8.29;1.31;10;5;8
"805063889";17;8.47;1.01;10;6;9
"805063897";63;8.29;1.53;10;4;8
"807083054";9;8.89;1.36;10;6;9
"811801802";22;8.73;1.03;10;7;9
"811802981";18;9;1.03;10;7;9
"811825558";21;8.19;1.94;10;2;9
"812509250";15;8.07;1.67;10;5;8
"812511816";24;8.25;1.48;10;5;8
"812543262";14;7.5;1.45;10;5;8
"812548051";17;8.65;1.27;10;6;9
"812548094";14;8;1.62;10;5;8
"812550706";59;8.85;1.3;10;3;9
"812550757";14;8.29;1.59;10;5;8.5
"812570944";23;7.74;1.36;10;5;7
"812575717";13;8.69;1.7;10;5;9
"812967240";17;7;1.41;9;5;7
"812971043";14;6.86;2.74;9;1;8
"826308791";10;8.7;1.83;10;5;9.5
"836204387";12;9.17;1.47;10;5;10
"836217691";14;9.29;0.91;10;8;10
"836218353";14;8.5;1.87;10;5;9.5
"836218515";10;8.2;1.14;10;7;8
"836218620";18;9.28;1.27;10;5;10
"836218787";17;9.35;1.37;10;5;10
"836220889";15;9.6;0.63;10;8;10
"836221192";14;8.21;1.89;10;5;9
"836221362";14;9.43;1.02;10;7;10
"8408043641";9;8.11;1.45;10;5;8
"842329129";77;7.74;2.31;10;1;8
"842329218";53;8.51;1.73;10;3;9
"842329242";42;8.31;1.85;10;4;9
"842329250";32;8.41;1.66;10;4;9
"842329269";16;8.62;1.82;10;4;9
"842329277";20;7.65;2.03;10;3;8
"842329285";15;8.73;1.28;10;6;9
"842329293";10;8.9;1.1;10;7;9
"842332251";19;8.37;1.5;10;5;9
"842332278";10;8.1;1.29;10;6;8
"842332340";15;8.6;1.76;10;5;9
"842342702";19;6.58;3.06;10;1;7
"860074382";14;8.36;1.08;10;7;8.5
"865471185";11;8.73;0.79;10;8;9
"871136791";33;7.85;1.75;10;4;8
"874776945";20;8.55;1.54;10;5;9
"875421180";18;8.94;1.39;10;5;9.5
"877017883";26;9.12;1.24;10;5;10
"877733759";14;8.79;1.31;10;6;9
"880381736";11;7.82;1.6;10;5;8
"8806142100";2;8;0;8;8;8
"884046818";12;6.67;2.61;10;3;6.5
"8845205118";2;8;1.41;9;7;8
"886777631";9;8.44;1.94;10;5;9
"887307876";17;7.65;1.54;10;5;8
"891073906";9;7.78;1.39;10;5;8
"891075275";12;9.08;1.51;10;5;10
"894803204";24;8.04;1.46;10;5;8
"894805770";31;8.13;1.91;10;3;8
"894808249";20;7.75;2.07;10;3;8.5
"920668372";15;9.6;0.74;10;8;10
"971263906";9;7.11;1.69;10;5;8
"971880107";175;4.22;2.38;10;1;4
"99245027";13;7.46;1.61;10;4;8
"99771519";37;8.27;1.54;10;5;9
