"ISBN";"nb.Ratings";"mean";"sd";"max";"min";"med"
"553295977";13;7.46;1.39;10;5;7
"553296981";16;8.31;1.4;10;5;8
"553299506";50;8.78;1.28;10;6;9
"553348973";17;7.35;1.9;10;3;7
"553348981";11;7.27;2.1;10;5;8
"553375407";12;8.08;1.56;10;5;8
"553377868";36;8.72;1.43;10;5;9
"553377876";16;7.88;1.45;10;4;8
"553377884";11;6.64;1.86;9;3;7
"553380095";6;8;2.28;10;4;8.5
"553380958";22;7.32;1.78;10;4;8
"553560247";10;8.6;1.78;10;5;9.5
"553560735";23;7.7;1.69;10;5;8
"553561618";18;7.83;1.65;10;5;8
"553562614";25;6.96;1.37;9;4;7
"553562738";19;8.37;1.54;10;4;9
"553563521";19;8.74;1.24;10;7;9
"553564528";16;8.19;1.8;10;4;9
"553565915";20;7.65;1.57;10;5;8
"553569031";16;6.69;1.89;10;3;7
"553569058";11;8.09;1.04;10;6;8
"553569155";13;7.54;1.61;10;5;8
"553569910";21;7.57;1.69;10;4;8
"553571656";20;7.55;1.76;10;3;8
"553571818";13;8.15;1.82;10;3;8
"553571885";18;7.11;1.68;10;4;7
"553572040";26;8.15;1.35;10;5;8
"553572202";13;7.31;2.46;10;3;7
"553572210";14;7.64;0.93;9;6;8
"553572326";10;6.8;1.48;9;5;7
"553572997";18;8.06;1.3;10;6;8
"553573136";58;7.48;1.81;10;2;8
"553573209";24;7.71;1.57;10;4;8
"553573403";14;6.79;1.25;9;5;7
"553573616";18;8.72;1.64;10;5;9
"553574574";12;8.17;1.85;10;5;8.5
"553574639";25;7.4;2.33;10;1;8
"553574663";13;8.62;1.33;10;7;9
"553574671";22;7.27;1.83;10;5;7.5
"553575384";14;7.64;1.69;10;5;8
"553576089";18;8.39;2.15;10;2;9
"553576798";11;7.45;1.29;10;5;8
"553576801";18;7.67;1.78;10;5;8
"553578022";22;7.59;1.89;10;3;8
"553578308";29;7.9;1.42;10;5;8
"553578316";17;7.41;1.54;10;5;7
"553578359";21;7.29;2.05;10;2;7
"553578685";13;7.23;1.79;10;3;7
"553578693";16;8.19;1.33;10;6;8
"553579606";21;7.9;1.34;10;5;8
"553579754";31;6.94;1.81;10;2;7
"553579983";23;7.39;2.15;10;3;8
"553580191";18;7.89;1.45;10;5;8
"553580221";27;7.89;1.91;10;2;8
"553580272";35;7.66;1.45;10;3;8
"553580515";13;7.69;1.84;10;5;8
"553580930";12;8.25;1.36;10;6;8
"553581554";13;7.08;1.5;10;5;7
"553582127";19;7.53;1.65;10;5;8
"553582135";26;7.31;1.98;10;3;7
"553582143";28;7.46;2.13;10;2;8
"553582364";21;7.9;1.45;10;5;8
"553582526";16;7.56;1.63;10;3;8
"553582658";25;7.2;1.55;9;4;8
"553582747";9;8.11;1.54;10;5;8
"553582755";42;8.38;1.32;10;5;8
"553582763";45;7.71;1.73;10;3;8
"553583441";25;7.96;1.79;10;4;8
"553583468";21;7.38;1.63;10;4;7
"553583956";18;7.44;1.5;10;4;8
"553583980";12;7.25;1.29;9;5;7
"553584375";9;7.56;2.19;10;5;8
"553584383";14;8.36;0.93;10;6;8
"553584510";13;7.23;1.92;10;4;7
"553586122";17;8.24;1.44;10;4;9
"553801376";22;7.95;2.21;10;2;8
"553801430";12;7.42;1.93;10;5;8
"553802461";13;8.46;1.2;10;7;9
"553802488";7;7.57;1.4;9;5;8
"553802496";13;8.08;2.22;10;3;8
"571081789";23;8.7;1.52;10;5;9
"575400951";12;8.33;1.56;10;6;8.5
"590112899";10;8.2;1.03;10;7;8
"590353403";16;8.62;0.96;10;7;9
"590371258";76;9.08;1.4;10;5;10
"590660543";4;8.5;2.38;10;5;9.5
"60008032";13;8.31;1.11;10;7;8
"60008776";19;7.37;1.67;9;2;8
"60085452";9;7;1.32;9;5;7
"60090367";16;8.38;1.26;10;6;8
"60096195";17;7.41;1.8;10;4;8
"60168013";26;8.04;1.37;10;5;8
"60173289";6;7.5;1.22;9;6;8
"60175400";31;7.48;1.98;10;2;8
"60175966";30;8.33;1.65;10;4;9
"60188731";17;8.47;1.18;10;5;9
"60194448";17;7.88;2.12;10;2;8
"60198133";12;8.08;0.9;9;6;8
"60199652";14;7.5;1.56;10;4;8
"60248025";27;8.48;1.4;10;6;9
"60256672";16;8.81;1.52;10;5;9.5
"60256737";17;9.41;1;10;7;10
"60391626";14;9.14;1.23;10;7;10
"60392452";41;8.66;1.64;10;4;9
"60502258";88;7.85;2.13;10;1;8
"60505885";87;7.67;1.9;10;2;8
"60512806";12;7.17;1.19;9;5;7
"60512822";10;8.1;2.6;10;1;9
"60517794";14;8.64;1.45;10;6;9
"60740450";15;7.67;1.68;10;5;7
"60809833";10;7.5;2.72;10;1;8
"60830956";12;9.33;1.23;10;6;10
"60914653";16;8.5;1.32;10;5;9
"60915544";13;8.08;2.06;10;3;9
"60916508";57;8.42;1.28;10;5;9
"60920084";31;8.42;1.73;10;3;9
"60921145";23;7.3;1.46;10;4;7
"60922532";38;7.97;1.62;10;5;8
"60926317";22;8.09;1.34;10;5;8
"60927569";20;6.75;2.02;10;2;7
"60928336";13;8.38;1.66;10;4;9
"60929790";145;7.9;1.68;10;3;8
"60929871";25;8.04;1.97;10;2;9
"60930187";33;7.64;1.82;10;2;8
"60930535";16;7.5;2.19;10;3;8
"60931418";104;8.18;1.82;10;3;9
"60932139";17;8.29;0.99;10;7;8
"60932759";9;7.67;1.5;10;5;7
"60932813";23;7.57;1.31;10;5;8
"60934417";13;7.23;2.09;10;1;7
"60934719";66;8.2;1.49;10;4;8
"60934913";14;7.64;1.45;10;5;8
"60935464";14;8;1.36;10;5;8
"60936363";11;9.27;1.01;10;7;10
"60938455";15;7.93;2.19;10;3;8
"60955775";76;8.33;1.54;10;4;9
"60958022";12;7.75;1.71;10;4;8
"60959037";33;7.97;1.57;10;4;8
"609608444";61;8.31;1.23;10;5;8
"609610597";16;8.69;1.3;10;6;9
"60964049";25;7.28;2.35;10;2;7
"60976241";26;8.15;1.8;10;4;8.5
"60976497";13;8;1.35;10;6;7
"60976845";12;5.17;1.99;7;1;6
"60977493";90;7.79;1.68;10;3;8
"609804138";44;7.09;2;10;1;7
"609807900";58;7.74;2.23;10;2;8
"60987103";12;7.92;1.56;10;5;8.5
"60987529";80;7.83;1.76;10;3;8
"60987561";57;7.72;1.45;10;4;8
"60988649";45;8.42;1.64;10;5;9
"61000027";10;5.9;2.13;9;3;6
"61000043";13;7.62;1.56;10;5;7
"61000175";17;7.82;1.63;10;5;8
"61009059";14;7.5;2.28;10;2;8
"61013412";69;7.99;1.41;10;5;8
"61015725";12;6.92;1.51;10;5;7
"61020710";41;7.73;1.58;10;3;8
"61030635";17;7.71;1.36;10;5;8
"61030643";12;7.83;1.47;9;5;8
"61031070";15;7.8;1.01;10;6;8
"61031410";12;7.58;1.44;10;5;7
"61031844";13;7.69;1.38;10;5;8
"61032093";12;6;2;9;3;6.5
"61044431";9;7;2;9;2;7
"61057649";11;7.82;1.33;9;5;8
"61092177";15;8.2;1.37;10;5;8
"61092606";18;8.67;1.03;10;7;8.5
"61092614";12;7.75;1.36;10;5;7.5
"61093335";13;7.69;1.55;10;5;8
"61094129";9;6.89;1.83;9;3;7
"61096113";11;7.64;1.12;9;5;8
"61097101";17;7.35;1.77;10;4;8
"61097314";36;7.58;1.66;10;5;8
"61097853";30;7.9;1.56;10;4;8
"61097861";18;7.94;1.73;10;5;8.5
"61098795";17;8;1.12;10;5;8
"618002219";13;7.38;1.85;10;5;7
"618002227";17;8.59;2.03;10;2;9
"618002235";28;9.18;1.19;10;5;10
"618129022";13;9.77;0.6;10;8;10
"62502174";22;9.14;1.28;10;5;10
"62502182";7;9.29;0.95;10;8;10
"64400018";46;8.15;1.43;10;5;8
"64400026";19;8.79;1.36;10;6;9
"64400042";16;7.75;2.52;10;1;8.5
"64400557";18;9;1.37;10;5;9.5
"64400581";35;9.2;1.11;10;6;10
"64401847";15;7.67;1.59;10;5;8
"64405176";19;8.42;1.8;10;5;9
"64405842";12;8;2.13;10;5;9
"64407055";16;8.25;1.53;10;5;8
"64407667";12;7.92;1.98;10;4;8
"64407675";67;7.37;2.17;10;2;7
"64407683";38;8;1.87;10;4;8.5
"64407691";20;8.05;1.64;10;5;8
"64471047";13;8.54;1.33;10;6;9
"64471055";27;8.74;1.29;10;5;9
"64471063";18;8.56;1.15;10;7;8.5
"64471101";20;8.7;1.3;10;5;9
"64471837";19;8.89;1.05;10;7;9
"64472272";11;8.64;1.12;10;7;9
"66211611";29;7.69;1.67;10;5;8
"66214122";11;7.73;1.42;10;6;8
"66214440";46;7.7;1.98;10;3;8
"670030643";11;6.73;1.56;9;5;6
"670031909";22;7.86;1.08;10;6;8
"670032379";13;8;1.53;10;5;8
"670805149";17;8.65;1.5;10;4;9
"670813028";16;8;1.55;10;5;8
"670813648";14;8.43;1.45;10;6;8.5
"670835382";15;8.53;1.92;10;5;10
"670839531";18;8.22;1.83;10;5;8.5
"670844527";17;7.35;2.29;10;2;8
"670855030";17;7.24;1.6;10;5;8
"670858692";16;8.19;2.23;10;5;9.5
"670865796";19;7.58;1.95;10;5;8
"670868361";24;7.62;2.14;10;1;7
"670869902";26;8.19;1.39;10;5;8
"670880728";12;5.92;2.31;10;2;6
"670891576";33;7.52;1.95;10;2;7
"670892963";10;7.6;1.71;10;5;8
"670894184";35;6.89;1.78;10;2;7
"670894605";22;7.32;2.51;10;2;8
"671001132";28;8.82;1.12;10;7;9
"671001795";15;8.33;1.23;10;6;8
"671002481";71;8.25;1.28;10;5;9
"671003755";12;8.08;1.38;10;5;8.5
"671004107";92;7.45;1.78;10;1;8
"671004530";30;8.17;1.53;10;3;8.5
"671004549";35;7.54;1.4;10;5;8
"671004565";21;7.48;1.89;10;4;8
"671004573";19;7.16;1.68;10;4;7
"671011367";22;7.77;1.6;10;5;8
"671011375";32;7.28;1.67;10;5;7.5
"671014196";24;7.46;1.38;9;3;8
"671014919";25;7.2;1.68;10;3;7
"671016768";17;6.35;1.73;10;3;7
"671016776";17;8;1.37;10;6;8
"671021001";12;7.83;1.8;10;5;8
"671023616";98;7.77;1.65;10;4;8
"671024094";23;8.13;1.22;10;5;8
"671024108";16;8.25;1.88;10;5;9
"671024248";14;7.36;1.82;10;4;7.5
"671025333";36;7.47;1.87;10;3;8
"671026011";14;6.93;2.06;10;5;6.5
"671027344";20;7.9;1.41;10;5;8
"671027360";25;7.84;2.29;10;1;8
"671027387";142;8.13;1.67;10;2;8
"671027573";49;7.39;1.92;10;2;8
"671027581";17;7.94;1.85;10;5;8
"671027646";18;7.5;1.86;10;4;8
"671027662";17;8.12;1.69;10;5;8
"671028367";20;7.65;1.98;10;3;8
"671028375";15;7.2;1.7;10;5;7
"671028383";23;8.09;1.31;10;5;8
"671034006";14;7.64;0.93;9;6;8
"671034022";19;8.11;1.24;10;5;8
"671036505";15;8;1.56;10;5;8
"671038184";22;7;1.75;10;4;7
"671038443";39;7.56;1.5;10;3;8
"671038567";15;7.67;1.8;10;4;8
"671039725";12;7.5;1.62;10;5;7.5
"671039741";15;8.67;1.72;10;5;9
"671041789";13;8.31;1.55;10;5;9
"671042262";56;8.5;1.53;10;4;9
"671042556";31;7.74;1.79;10;3;7
"671042572";9;8.22;1.2;10;6;8
"671042858";20;7.5;1.32;10;5;7
"671250671";41;7.02;2.26;10;2;7
"671443283";27;7;1.64;10;4;7
"671510053";12;7;1.6;10;5;7
"671519816";60;7.77;1.77;10;2;8
"671524313";11;8.36;1.21;10;7;8
"671525743";13;7.77;1.83;10;5;8
"671527215";16;7.94;1.44;10;5;8
"671534718";17;8.59;1.94;10;2;9
"671534734";15;7.07;2.49;10;2;7
"671568175";20;6.8;2.38;10;1;6.5
"671617028";16;7.31;1.78;10;5;8
"671623249";40;8.75;1.3;10;5;9
"671670689";12;8.5;1.51;10;5;8.5
"671673688";15;6.87;2.59;10;1;7
"671683993";17;6.76;1.71;10;3;7
"671693816";18;7.28;1.84;10;3;8
"671695126";35;6.69;1.83;10;3;7
"671695169";11;7.45;2.16;10;5;8
"671701231";14;7.79;2.01;10;5;8
"671705091";14;7.57;1.5;10;4;8
"671708635";19;8.74;1.52;10;5;9
"671727583";27;6.78;1.93;10;2;7
"671727796";13;6.92;1.12;9;5;7
"671729411";35;8.63;1.31;10;5;9
"671741187";15;8.13;1.36;10;6;8
"671741195";15;7.6;1.55;10;5;8
"671742515";11;7.82;1.47;10;5;8
"671743058";11;8.45;1.37;10;6;9
"671744216";16;8;1.97;10;3;8
"671755064";21;8.1;1.84;10;4;9
"671758896";10;6.9;1.52;9;4;7
"671759345";28;7.07;1.72;10;5;7
"671776134";18;8.17;1.95;10;4;9
"671776975";20;7.85;1.42;10;5;8
"671789422";15;8.47;1.36;10;7;9
"671793489";15;8.27;1.44;10;5;9
"671867091";29;8.17;1.34;10;5;8
"671867113";24;8.08;1.72;10;4;9
"671867156";25;7.52;1.83;10;3;8
"671867172";31;7.74;1.37;10;5;8
"671868691";33;7.24;1.84;10;3;7
"671880187";16;7.75;1.61;10;5;8
"671880314";22;7.95;1.73;10;3;8
"671886665";25;8.28;1.43;10;4;8
"671888587";20;7.75;1.55;10;5;8
"671894455";23;7.39;1.56;10;4;8
"679405283";33;7.33;2.3;10;1;8
"679412956";16;7.06;2.02;10;4;7
"679419454";20;7.7;1.69;10;5;8
"679419462";13;7.62;1.5;10;5;8
"679426140";21;7.48;1.4;10;5;8
"679426159";11;8.18;1.47;10;6;8
"679429220";17;7.65;1.77;10;4;8
"679432477";64;7.89;1.65;10;3;8
"679439382";17;8.12;1.8;10;4;8
"679441018";18;6.06;2.26;9;2;7
"679442790";18;6.89;2.22;10;3;8
"679444815";18;7.28;1.9;10;4;8
"679446486";36;7.86;1.84;10;4;8
"679448594";22;7.68;1.76;10;4;8
"679454454";13;6;2.24;9;2;6
"679454489";12;8.17;1.53;10;5;8.5
"679457313";16;7.25;1.98;10;4;8
"679457526";13;7.23;2.17;10;2;7
"679459618";19;8.47;1.07;10;7;8
"679459626";14;7.71;1.82;10;5;7
"679720200";17;7.53;1.46;10;5;8
"679721037";21;7.48;1.97;10;3;8
"679721886";15;8.47;1.3;10;6;8
"679723110";10;8.6;1.07;10;7;9
"679723161";13;7.92;1.66;10;5;8
"679731148";23;8.09;1.88;10;3;8
"679731725";29;7.97;1.59;10;5;8
"679732411";19;7.89;1.7;10;5;8
"679732764";15;7.47;2.26;10;3;8
"679734775";13;8.69;1.25;10;6;9
"679735666";32;7.69;1.23;10;5;8
"679735771";13;8.23;1.74;10;5;9
"679735909";29;7.55;1.8;10;3;8
"679736042";26;7.88;1.82;10;5;8
"679742298";15;7.4;1.24;10;5;7
"679744398";15;8.27;1.44;10;5;9
"679745203";24;7.67;1.9;10;2;8
"679746048";43;7.79;1.6;10;4;8
"679751521";58;7.5;1.59;10;2;8
"679751602";33;7.39;2.03;10;1;8
"679772677";22;7.59;1.59;10;5;8
"679774025";14;8.36;1.01;10;7;8
"679775439";9;8.56;1.24;10;6;9
"679776818";10;8.1;1.66;10;6;8
"679785892";10;7.9;1.52;10;5;8
"679879242";16;8.25;1.39;10;6;8
"679886370";13;8.08;1.55;10;5;8
"684195976";10;7.5;2.37;10;2;7.5
"684195984";10;6.9;1.97;9;3;7
"684800713";20;7.4;1.6;10;5;7
"684801051";16;7.44;2.39;10;3;8
"684801221";11;8.64;1.63;10;6;9
"684801523";20;8.15;1.79;10;4;8.5
"684803860";55;7.49;2.12;10;2;8
"684810387";7;8.43;1.51;10;6;9
"684810395";18;6.61;1.65;9;3;7
"684814994";12;8.25;0.97;10;7;8
"684832291";18;7.94;1.89;10;4;8
"684833395";10;6.6;1.9;9;3;7
"684835959";29;8.38;1.88;10;3;9
"684835983";13;7.85;1.77;10;4;8
"684841185";12;8.42;2.27;10;3;9.5
"684848783";8;8.5;1.31;10;7;8
"684853507";35;7.69;1.88;10;3;8
"684853515";23;8.48;1.62;10;5;9
"684853523";26;7.88;1.63;10;5;8
"684857820";19;8.26;1.66;10;4;8
"684862719";23;8.26;1.05;10;6;8
"684863472";19;7.95;1.65;10;3;8
"684865742";13;6.62;2.63;10;2;6
"684867621";20;7.1;1.71;10;4;8
"684872153";31;6.9;2.2;10;3;7
"684874350";57;8.21;1.69;10;2;9
"688170528";59;8.53;1.43;10;5;9
"688177743";24;8.04;1.76;10;4;8.5
"688177751";20;7.65;1.95;10;3;8
"688177859";31;7.26;1.29;10;4;8
"688177867";15;7.8;1.82;10;5;8
"689817851";7;5.57;1.99;8;3;6
"70212570";18;7.78;1.73;10;5;8
"7110928";49;8.47;1.16;10;6;8
"740704818";10;8.5;1.65;10;5;8.5
"740723367";17;9.06;2.25;10;1;10
"743203631";13;8.15;1.95;10;5;9
"743206029";28;7.25;1.58;10;4;7
"743206045";22;7.45;1.74;10;5;8
"743206061";21;7.95;1.6;10;5;8
"743211375";14;7.79;1.89;10;4;8.5
"743211383";33;7.52;1.91;10;5;7
"743222229";28;7;2.23;10;2;7
"743224574";14;8.36;1.28;10;7;8
"743225082";23;7.96;1.33;10;5;8
"743225325";23;7.57;1.41;10;4;8
"743225406";14;7.57;1.28;10;5;7.5
"743225422";23;7.78;2.09;10;3;8
"743227441";11;8.18;1.33;10;5;8
"743235150";42;8.4;1.4;10;5;9
"743237188";25;8;2;10;5;9
"743237196";56;7.64;1.88;10;2;8
"743245520";10;8.3;1.89;10;5;9
"743262174";16;7.62;2.28;10;2;8
"743406176";10;8.1;2.18;10;3;8.5
"743407083";14;8.07;1.54;10;5;8
"743411250";14;7.21;1.89;10;4;7.5
"743411269";16;7;1.55;10;5;7
"743411323";13;7.54;1.81;10;4;8
"743411331";7;8.71;0.95;10;7;9
"743412028";9;7.44;0.88;8;6;8
"743417682";24;7.5;1.56;10;4;7
"743418174";21;8;1.41;10;5;8
"743418190";121;7.98;1.32;10;5;8
"743418204";12;7.58;1.68;9;3;8
"743424425";41;7.66;1.54;10;3;8
"743436210";14;8.21;1.72;10;5;8.5
"743437640";36;7.56;1.84;10;3;8
"743437802";22;7.73;1.2;10;5;8
"743439740";17;8.24;1.71;10;4;8
"743454146";13;8.15;0.99;10;7;8
"743454529";15;8.47;1.64;10;5;9
"743455967";12;9.67;0.49;10;9;10
"743457358";12;8.75;1.86;10;5;9.5
"743460529";26;7.92;1.74;10;4;8
"743467523";21;7.57;1.57;10;5;7
"743469801";27;7.41;2.21;10;2;8
"743486226";18;8.22;1.63;10;4;8
"753804700";16;7.81;1.8;10;4;8
"765341972";6;7.5;1.05;9;6;7.5
"765342987";13;6.23;1.83;9;3;6
"767900383";19;8.26;2.56;10;1;9
"767902513";32;7.09;1.96;10;1;7.5
"767902521";12;8.75;1.22;10;7;9
"767902890";39;8.21;1.36;10;5;8
"767903382";15;8.13;1.68;10;4;8
"767903579";11;8.18;1.17;10;6;8
"767903862";10;7.5;2.07;10;3;7.5
"767905180";13;7.54;2.07;9;1;8
"767905202";47;7.68;1.87;10;1;8
"767905385";21;7.52;2.04;10;3;8
"767905938";39;7.62;1.33;10;5;8
"767907817";9;8;2.35;10;3;9
"767912233";20;7.95;1.54;10;4;8
"767913000";15;7.47;1.51;10;5;8
"767914767";12;7.75;0.97;9;6;8
"767915054";13;7.46;1.9;10;4;8
"767916069";18;6.78;1.73;10;4;7
"786808551";19;6.63;2.14;10;2;7
"786817070";12;8.92;0.67;10;8;9
"786861347";43;7.63;1.79;10;3;8
"786862564";9;7.11;1.9;10;4;7
"786866020";15;8.13;1.6;10;5;8
"786866276";12;7.67;2.31;10;4;9
"786866586";10;8.5;1.08;10;7;8.5
"786866845";14;6.86;2.14;10;3;7
"786867647";13;8.23;1.48;10;5;9
"786868015";33;8.3;1.38;10;5;8
"786868619";11;8.36;1.8;10;4;8
"786868716";21;8.1;1.97;10;3;8
"786869216";123;8.02;1.72;10;3;8
"786881852";12;8;1.54;10;6;8
"786884592";53;7.62;1.62;10;4;8
"786885688";13;7.23;1.96;10;4;8
"786889020";33;7.58;1.39;10;6;7
"786889616";18;7.39;2.06;10;3;8
"786890436";8;6.38;1.51;8;4;6
"802130208";22;6.77;1.54;10;4;7
"802135196";35;7.06;2.76;10;2;8
"802139256";13;6.92;1.71;10;3;7
"804102988";27;8.22;1.15;10;6;8
"804105820";16;8.06;1.39;10;5;8.5
"804106304";26;8;1.55;10;5;8
"804108749";99;8.21;1.25;10;5;8
"804111359";20;7.6;1.67;10;4;8
"804111898";34;7.44;2.34;10;1;8
"804114609";13;7.69;1.8;10;5;8
"804114986";9;8;1.12;10;7;8
"804115613";56;8.05;1.7;10;2;8
"804115761";18;8.72;1.41;10;5;9
"805019375";18;6.28;1.93;10;3;6
"805036377";19;7.47;1.31;10;5;7
"805036504";12;7.67;1.83;10;5;7.5
"805059555";18;7.22;1.59;10;5;7
"805062971";23;7.87;1.55;10;5;8
"805063889";24;8.33;1.27;10;5;8
"805063897";19;8.21;1.08;10;6;8
"807083054";62;8.19;1.48;10;4;8
"811801802";9;8.67;1.32;10;6;9
"811802981";21;8.67;1.06;10;7;9
"811825558";12;8.92;1.08;10;7;9
"812509250";20;8.3;1.98;10;2;9
"812511816";12;7.67;2.02;10;4;7.5
"812543262";25;8.04;1.93;10;3;8
"812548051";15;7.73;1.22;10;5;8
"812548094";17;8.76;1.2;10;6;9
"812550706";14;8.43;1.4;10;6;8
"812550757";60;8.9;1.35;10;3;9
"812570944";14;8.43;1.5;10;5;8
"812575717";23;7.91;1.41;10;5;8
"812967240";16;8.88;1.59;10;5;9.5
"812971043";20;7.15;1.93;10;2;7.5
"826308791";13;6.92;2.66;9;1;8
"836204387";10;8.2;1.81;10;5;9
"836217691";15;9.67;0.62;10;8;10
"836218353";16;9.25;0.93;10;8;10
"836218515";18;8.94;1.7;10;5;10
"836218620";13;8.69;1.11;10;7;9
"836218787";19;9.42;0.77;10;8;10
"836220889";12;9.08;1.56;10;5;10
"836221192";16;9.56;0.73;10;8;10
"836221362";15;8.07;1.91;10;5;9
"8408043641";14;9.21;1.05;10;7;10
"842329129";11;8.64;0.92;10;7;9
"842329218";83;7.72;2.25;10;1;8
"842329242";50;8.44;1.75;10;4;9
"842329250";34;8.41;1.62;10;5;9
"842329269";27;8.44;1.83;10;4;9
"842329277";25;8.68;1.52;10;4;9
"842329285";20;7.7;2.2;10;3;8.5
"842329293";20;8.3;1.49;10;5;8
"842332251";12;8.67;1.83;10;4;9.5
"842332278";19;8.16;1.83;10;5;9
"842332340";14;8.29;1.44;10;6;8.5
"842342702";12;8.5;1.88;10;5;9
"860074382";20;6.75;3.02;10;1;7
"865471185";13;8.23;1.09;10;7;8
"871136791";9;8.89;1.05;10;7;9
"874776945";35;8.2;1.53;10;4;8
"875421180";17;8.53;1.5;10;5;9
"877017883";16;8.31;2.18;10;2;9
"877733759";22;9.09;1.23;10;7;10
"880381736";14;8.5;1.51;10;6;9
"8806142100";11;7.91;1.76;10;5;9
"884046818";3;8;0;8;8;8
"8845205118";13;6.77;2.59;10;2;8
"886777631";3;8.67;1.53;10;7;9
"887307876";11;8.55;1.81;10;5;9
"891073906";21;7.86;1.53;10;5;8
"891075275";11;8.36;1.5;10;5;8
"894803204";17;8.94;1.34;10;5;9
"894805770";23;8.04;1.72;10;5;8
"894808249";27;8.37;1.98;10;3;9
"920668372";22;8.18;2.02;10;3;9
"971263906";13;9.46;0.88;10;8;10
"971880107";9;7.67;1.41;10;5;8
"99245027";178;4.24;2.41;10;1;4
"99771519";11;6.73;1.95;10;4;7
"1844262553";37;8.08;1.67;10;5;8
