"ISBN";"nb.Ratings";"mean";"sd";"max";"min";"med"
"553296981";43;8.98;1.3;10;5;10
"553299506";13;7.15;2.12;10;3;7
"553348973";12;7.08;1.98;10;5;7
"553348981";14;8.29;1.64;10;5;8
"553375407";34;8.47;1.56;10;5;9
"553377868";22;8.18;1.53;10;4;8
"553377876";11;6.55;1.37;8;4;7
"553377884";9;8.44;1.94;10;4;9
"553380095";23;7.7;1.72;10;5;8
"553380958";9;7.78;2.11;10;4;8
"553560247";24;7.46;2.15;10;1;8
"553560735";18;7.94;1.73;10;5;8
"553561618";23;7;1.31;10;4;7
"553562614";17;8.59;1.58;10;4;9
"553562738";12;8.67;1.5;10;6;9
"553563521";14;8;1.71;10;4;8
"553564528";25;7.56;1.45;10;5;7
"553565915";20;6.85;2.01;10;3;7
"553569031";12;8.42;0.9;10;7;8
"553569058";15;7.2;1.52;10;5;8
"553569155";20;7.2;1.79;10;4;7
"553569910";27;7.89;1.45;10;5;8
"553571656";16;8.25;1.34;10;5;8
"553571818";18;7.72;1.27;10;6;8
"553571885";19;8.42;1.3;10;6;8
"553572040";16;7.62;2.45;10;3;8.5
"553572202";13;7.62;1.33;10;5;8
"553572210";13;6.46;1.39;9;5;7
"553572326";17;8.12;1.58;10;5;8
"553572997";65;7.83;1.78;10;2;8
"553573136";29;7.86;1.6;10;4;8
"553573209";16;6.69;1.25;9;5;7
"553573403";19;8.58;1.57;10;5;9
"553573616";13;8.23;1.59;10;5;8
"553574574";28;7.43;2.2;10;1;8
"553574639";12;8.42;1.44;10;6;8.5
"553574663";20;7.35;1.81;10;5;8
"553574671";18;7.56;1.65;10;5;7.5
"553575384";19;8.05;2.09;10;2;9
"553576089";16;8.12;1.41;10;5;8
"553576798";16;7.75;1.84;10;5;8
"553576801";19;7.37;2.01;10;3;7
"553578022";29;7.76;1.53;10;5;8
"553578308";18;7.17;1.58;10;5;7
"553578316";22;7.27;1.75;10;4;7.5
"553578359";11;7.55;2.11;10;3;8
"553578685";13;8.38;1.39;10;6;9
"553578693";21;8.19;1.44;10;5;8
"553579606";35;6.94;1.76;10;2;7
"553579754";33;7.85;2.03;10;3;8
"553579983";18;7.89;1.68;10;5;8
"553580191";23;7.7;2.01;10;2;8
"553580221";31;7.35;1.62;10;3;8
"553580272";16;7.31;1.99;10;3;7.5
"553580515";14;8.21;1.37;10;6;8
"553580930";17;7.29;1.53;10;5;7
"553581554";17;7.65;1.8;10;5;8
"553582127";20;7.6;1.93;10;3;8
"553582135";33;7.27;2.15;10;2;7
"553582143";17;7.94;1.25;10;5;8
"553582364";15;7.4;1.18;9;5;8
"553582526";20;7.2;1.54;9;4;8
"553582658";11;8.09;1.51;10;5;8
"553582747";41;8.15;1.68;10;3;8
"553582755";45;7.8;1.62;10;3;8
"553582763";21;8.05;1.77;10;4;8
"553583441";19;7.42;1.71;10;4;7
"553583468";17;7.94;2.22;10;1;8
"553583956";10;7.4;1.35;9;5;7
"553583980";11;7.73;2;10;5;8
"553584375";9;8.44;0.88;10;7;8
"553584383";13;7.46;1.61;10;4;7
"553584510";18;8;1.5;10;4;8.5
"553586122";17;7.88;1.83;10;5;8
"553801376";17;7.35;2;10;4;7
"553801430";13;8.23;1.24;10;7;8
"553802461";10;7.1;2.23;10;4;7.5
"553802488";12;7.67;2.39;10;3;8
"553802496";20;8.3;1.69;10;5;8.5
"571081789";13;7.62;1.19;10;6;7
"575400951";9;8.44;0.88;10;7;8
"590112899";17;8.88;0.93;10;7;9
"590353403";70;8.9;1.53;10;5;10
"590371258";5;7.8;2.17;10;5;9
"590660543";21;8.62;1.16;10;7;8
"60008032";18;7.72;1.07;9;5;8
"60008776";7;7.14;1.21;9;5;7
"60085452";14;8.21;1.19;10;7;8
"60090367";16;7.25;1.95;10;4;7.5
"60096195";28;8.21;1.42;10;5;8
"60168013";6;8.17;1.33;10;6;8
"60173289";28;7.54;1.99;10;2;8
"60175400";28;8.43;1.73;10;4;9
"60175966";20;8.4;1.47;10;5;9
"60188731";21;7.81;2.06;10;2;8
"60194448";11;7.91;0.94;9;6;8
"60198133";14;7.57;1.34;10;4;8
"60199652";28;8.61;1.57;10;4;9
"60248025";16;8.31;1.74;10;5;8.5
"60256672";16;9.56;0.96;10;7;10
"60256737";11;9.18;1.17;10;7;10
"60391626";36;8.72;1.7;10;4;9.5
"60392452";80;7.76;2.26;10;1;8
"60502258";83;7.67;1.91;10;2;8
"60505885";17;7.41;1.28;9;5;7
"60512806";12;8.58;2.5;10;1;9
"60512822";19;8.47;1.78;10;5;9
"60517794";13;7.77;1.36;10;5;8
"60740450";9;6.78;2.86;10;1;8
"60809833";11;8.73;1.74;10;5;9
"60830956";11;8.27;1.49;10;5;9
"60914653";13;7.46;2.22;10;3;8
"60915544";54;8.5;1.27;10;5;9
"60916508";34;8.44;1.6;10;3;8.5
"60920084";25;7.36;1.5;10;4;7
"60921145";38;7.92;1.53;10;5;8
"60922532";28;7.86;1.48;10;5;8
"60926317";17;7.18;1.94;10;3;8
"60927569";12;7.92;1.78;10;4;9
"60928336";152;8.08;1.58;10;4;8
"60929790";23;8.13;2.14;10;2;9
"60929871";37;7.68;1.73;10;2;8
"60930187";25;8;1.98;10;4;8
"60930535";98;8.3;1.79;10;3;9
"60931418";13;8.23;1.3;10;5;8
"60932139";10;8.1;1.37;10;6;8
"60932759";20;7.75;1.37;10;5;8
"60932813";10;7.4;2.5;10;1;8
"60934417";73;8.08;1.61;10;4;8
"60934719";13;8;1.35;10;5;8
"60934913";10;8.2;1.14;10;6;8
"60935464";10;9.1;1.1;10;7;9.5
"60936363";15;8.2;2.04;10;3;9
"60938455";73;8.53;1.38;10;5;9
"60955775";13;7.54;2.3;10;2;8
"60958022";36;8.03;1.63;10;3;8
"60959037";53;8.32;1.19;10;5;8
"609608444";18;8.61;1.14;10;6;9
"609610597";23;7.26;2.24;10;4;8
"60964049";22;8.18;1.82;10;4;9
"60976241";19;7.74;1.52;10;5;7
"60976497";13;5.62;2.5;10;1;6
"60976845";95;7.77;1.73;10;2;8
"60977493";43;7.42;1.98;10;1;8
"609804138";54;7.52;2.35;10;1;8
"609807900";17;8.29;1.21;10;6;9
"60987103";75;7.83;1.64;10;4;8
"60987529";57;7.68;1.43;10;4;8
"60987561";53;8.53;1.75;10;2;9
"60988649";10;6;2.11;8;3;6.5
"61000027";14;7.57;1.91;10;4;7.5
"61000043";17;7.35;1.66;10;5;8
"61000175";11;6.91;2.26;10;2;7
"61009059";70;7.89;1.44;10;5;8
"61013412";12;6.92;1.51;10;5;7
"61015725";39;7.74;1.7;10;3;8
"61020710";20;7.3;1.81;10;2;8
"61030635";11;7.82;1.33;9;5;8
"61030643";13;7.54;1.13;10;6;7
"61031070";13;7.54;1.56;10;5;7
"61031410";14;7.64;1.55;10;5;8
"61031844";10;6.3;1.57;8;3;7
"61032093";12;7.17;1.9;9;2;8
"61044431";8;7.88;1.13;9;6;8
"61057649";16;8.19;1.28;10;5;8
"61092177";18;8.44;1.15;10;6;8
"61092606";13;7.85;1.46;10;5;7
"61092614";13;8;1.58;10;5;8
"61093335";12;7.17;1.99;10;3;7.5
"61094129";13;7.62;1.5;10;5;8
"61096113";14;7.5;1.65;10;4;8
"61097101";30;7.53;1.68;10;5;7.5
"61097314";28;7.71;1.7;10;3;8
"61097853";16;7.5;1.63;10;5;7.5
"61097861";18;8.11;1.18;10;5;8
"61098795";14;7.57;1.55;10;5;7
"618002219";23;9.17;0.98;10;6;9
"618002227";26;8.96;1.64;10;5;10
"618002235";16;9.75;0.58;10;8;10
"618129022";22;9.09;1.38;10;5;10
"62502174";6;9.33;0.82;10;8;9.5
"62502182";48;8.21;1.6;10;5;8
"64400018";18;8.89;1.32;10;6;9
"64400026";15;8.13;2.36;10;1;9
"64400042";15;8.53;2.26;10;2;9
"64400557";40;9.18;1.28;10;5;10
"64400581";17;7.94;1.68;10;5;8
"64401847";22;8.68;1.46;10;5;9
"64405176";10;8.3;1.89;10;5;9
"64405842";11;8.18;1.33;10;6;8
"64407055";12;8.33;1.78;10;4;9
"64407667";58;7.79;2.08;10;2;8
"64407675";32;7.84;1.85;10;4;8
"64407683";24;8.46;1.53;10;5;8.5
"64407691";16;8.56;1.21;10;6;9
"64471047";26;9.04;1.11;10;7;9
"64471055";12;8.83;1.03;10;7;9
"64471063";20;8.45;1.39;10;5;8.5
"64471101";20;8.7;1.03;10;7;9
"64471837";13;8.46;1.13;10;7;8
"64472272";25;7.84;1.7;10;5;8
"66211611";11;8.09;1.22;10;6;8
"66214122";41;7.54;2.07;10;2;8
"66214440";10;6.8;1.48;9;5;6.5
"670030643";19;8;1;10;6;8
"670031909";14;7.86;1.41;10;5;8
"670032379";17;9;1;10;7;9
"670805149";16;8.31;1.3;10;6;8.5
"670813028";15;8.53;1.64;10;5;9
"670813648";12;8.83;1.75;10;5;10
"670835382";17;8.12;1.69;10;5;8
"670839531";20;7.8;2.38;10;2;8
"670844527";15;8.13;1.6;10;5;8
"670855030";18;8.22;1.99;10;5;9
"670858692";19;7.89;1.73;10;5;8
"670865796";19;7.47;1.68;10;5;7
"670868361";24;8.04;1.49;10;5;8
"670869902";14;6.64;2.31;10;3;7
"670880728";33;7.52;2.22;10;1;8
"670891576";9;8.22;1.2;10;7;8
"670892963";40;6.97;1.72;10;2;7
"670894184";21;7.19;2.34;10;2;7
"670894605";27;8.78;1.12;10;7;9
"671001132";17;8.65;1.32;10;6;9
"671001795";63;8.33;1.16;10;6;8
"671002481";12;8.25;1.36;10;5;9
"671003755";92;7.46;1.54;10;1;8
"671004107";34;7.97;1.66;10;3;8
"671004530";39;7.69;1.34;10;5;8
"671004549";24;7.75;1.87;10;4;8
"671004565";16;7.06;1.57;10;4;7
"671004573";26;7.38;1.6;10;5;7
"671011367";30;6.97;1.59;10;5;7
"671011375";21;7.71;1.59;10;3;8
"671014196";24;7.42;1.77;10;3;8
"671014919";22;6.59;1.99;10;3;7
"671016768";16;8;1.41;10;6;8
"671016776";13;7.38;1.76;10;5;7
"671021001";105;7.64;1.66;10;3;8
"671023616";25;7.68;1.73;10;3;8
"671024094";15;7.93;2.05;10;5;9
"671024108";17;7.12;1.65;10;4;7
"671024248";34;7.47;1.86;10;3;8
"671025333";9;6.78;2.49;10;2;8
"671026011";19;8;1.29;10;5;8
"671027344";30;7.83;2.35;10;1;8.5
"671027360";139;8.06;1.62;10;2;8
"671027387";47;7.4;1.96;10;2;8
"671027573";23;7.83;1.85;10;5;8
"671027581";20;7.45;1.82;10;3;8
"671027646";13;8.38;1.8;10;5;9
"671027662";15;7.87;1.77;10;4;9
"671028367";16;7.12;1.54;10;5;7
"671028375";25;8;1.47;10;5;8
"671028383";13;7.38;1.76;9;2;8
"671034006";20;8.2;1.32;10;5;8
"671034022";15;8.2;1.26;10;6;8
"671036505";22;7.09;1.6;10;5;7
"671038184";37;7.54;1.88;10;1;8
"671038443";13;7.77;1.59;10;4;8
"671038567";7;7.29;1.5;9;5;7
"671039725";16;8.06;1.95;10;5;8
"671039741";14;8.43;1.55;10;5;9
"671041789";45;8.67;1.3;10;4;9
"671042262";32;7.84;1.8;10;3;8
"671042556";6;8;1.1;9;6;8
"671042572";21;7.52;1.29;10;5;7
"671042858";42;7.33;2.18;10;2;8
"671250671";29;7.55;1.9;10;4;8
"671443283";15;7.27;1.71;10;5;7
"671510053";62;7.82;1.64;10;2;8
"671519816";11;8.27;1.56;10;5;8
"671524313";11;8.18;1.89;10;5;8
"671525743";12;7.92;1.51;10;5;8
"671527215";17;8.94;1.03;10;7;9
"671534718";17;7.41;2.32;10;2;7
"671534734";17;6.29;2.44;10;1;6
"671568175";17;7.18;1.74;10;5;7
"671617028";38;8.61;1.26;10;5;9
"671623249";11;8.73;1.01;10;7;9
"671670689";17;7.82;2.01;10;5;8
"671673688";19;7.53;1.39;10;5;8
"671683993";17;7.12;1.93;10;3;7
"671693816";33;6.64;1.93;10;3;6
"671695126";13;7.69;2.02;10;5;8
"671695169";11;7.09;2.74;10;1;8
"671701231";16;7.69;1.25;10;5;8
"671705091";14;8.71;1.54;10;5;9
"671708635";30;6.83;1.98;10;2;7
"671727583";16;6.69;1.35;9;4;7
"671727796";32;8.47;1.52;10;4;9
"671729411";20;8.25;1.25;10;6;8
"671741187";18;7.61;1.58;10;5;7.5
"671741195";16;7.75;1.34;10;5;8
"671742515";10;8.3;1.49;10;6;8.5
"671743058";12;8.08;2.02;10;3;8
"671744216";21;8.19;1.83;10;4;9
"671755064";12;6.92;1.51;9;4;7
"671758896";27;7.52;1.65;10;5;8
"671759345";17;7.76;1.92;10;4;8
"671776134";21;8.05;1.4;10;5;8
"671776975";12;8.33;1.3;10;7;8.5
"671789422";15;8.4;1.55;10;5;9
"671793489";28;8.14;1.41;10;5;8
"671867091";17;7.71;1.53;10;5;8
"671867113";26;7.85;1.78;10;4;8
"671867156";28;7.71;1.51;10;5;8
"671867172";26;6.77;1.77;10;3;7
"671868691";14;7.93;1.33;10;5;8
"671880187";22;7.86;1.7;10;3;8
"671880314";19;8.53;1.07;10;7;9
"671886665";18;7.89;1.49;10;5;8
"671888587";26;7.35;1.47;10;5;7
"671894455";26;7.46;2.35;10;2;8
"679405283";14;6.43;2.14;10;2;6.5
"679412956";17;7.94;1.89;10;5;8
"679419454";13;7.46;1.51;10;5;7
"679419462";21;7.76;1.26;10;5;8
"679426140";12;8.42;1.44;10;6;8.5
"679426159";14;7.86;1.51;10;5;8
"679429220";58;7.93;1.6;10;3;8
"679432477";16;8.38;1.5;10;6;8.5
"679439382";20;5.85;2.46;9;1;6.5
"679441018";20;7.3;2.15;10;3;8
"679442790";16;6.88;2.06;10;4;6.5
"679444815";35;7.6;1.79;10;4;8
"679446486";24;7.75;1.8;10;4;8
"679448594";17;6.24;2.14;9;2;7
"679454454";8;7.5;1.41;9;5;8
"679454489";16;7.31;1.92;10;4;8
"679457313";14;7.79;1.72;10;5;7
"679457526";20;8.45;1.23;10;6;8.5
"679459618";19;7.47;1.78;10;5;7
"679459626";15;7.73;1.53;10;5;8
"679720200";25;7.64;2.25;10;3;8
"679721037";15;8.53;1.25;10;6;8
"679721886";13;8.23;1.74;10;5;9
"679723110";15;7.6;1.72;10;5;7
"679723161";32;8.41;1.76;10;3;9
"679731148";30;7.97;1.54;10;5;8
"679731725";15;8.33;1.72;10;5;9
"679732411";8;7.62;1.77;10;5;8
"679732764";14;8.93;1;10;7;9
"679734775";28;7.61;1.31;10;5;8
"679735666";13;8;1.68;10;5;8
"679735771";25;7.4;2.08;10;3;8
"679735909";25;7.4;1.76;10;5;7
"679736042";12;6.92;1.38;10;5;7
"679742298";16;8.56;1.15;10;7;9
"679744398";20;7.7;1.69;10;4;8
"679745203";44;7.66;1.63;10;4;8
"679746048";65;7.2;1.68;10;2;7
"679751521";33;7.58;2.09;10;1;8
"679751602";21;7.52;1.63;10;5;8
"679772677";19;8.21;1.03;10;7;8
"679774025";9;8.89;0.93;10;8;9
"679775439";14;8.29;1.49;10;6;8.5
"679776818";13;7.23;1.54;9;5;8
"679785892";19;8.26;1.41;10;6;8
"679879242";16;8.19;1.6;10;5;8
"679886370";13;7.77;2.31;10;2;8
"684195976";12;7.92;1.56;10;4;8
"684195984";21;7.38;1.69;10;5;7
"684800713";16;7.44;2.22;10;3;8
"684801051";9;8.89;1.27;10;7;9
"684801221";21;8.14;1.85;10;4;9
"684801523";49;7.78;2.17;10;2;8
"684803860";11;8.09;1.3;10;6;8
"684810387";20;6.75;1.68;10;3;7
"684810395";17;7.65;1.11;10;5;8
"684814994";24;8.46;1.72;10;5;9
"684832291";13;6.85;1.86;9;3;7
"684833395";25;8.76;1.42;10;5;9
"684835959";15;7.8;1.57;10;4;8
"684835983";14;8.21;1.93;10;3;8.5
"684841185";13;7.85;1.46;10;5;8
"684848783";38;7.34;1.89;10;2;8
"684853507";24;8.42;1.59;10;5;9
"684853515";28;8.18;1.94;10;2;8.5
"684853523";24;8.04;2.16;10;2;8
"684857820";20;8.05;1.57;10;3;8
"684862719";21;8.24;1.04;10;7;8
"684863472";12;7.08;2.39;10;2;7.5
"684865742";29;7.38;1.9;10;2;8
"684867621";32;7.22;2.21;10;3;8
"684872153";62;8.19;1.77;10;2;9
"684874350";66;8.35;1.64;10;3;9
"688170528";24;8.17;1.97;10;2;9
"688177743";15;7.53;2.1;10;3;8
"688177751";32;7.5;1.44;10;4;8
"688177859";20;7.75;1.68;10;5;8
"688177867";12;5.92;2.15;10;3;5.5
"689817851";23;7.91;1.56;10;5;8
"70212570";45;8.64;1.17;10;6;9
"7110928";10;8.8;1.62;10;5;9.5
"740704818";19;9.32;1.06;10;7;10
"740723367";11;8.45;1.97;10;5;9
"743203631";24;7;1.62;10;4;7
"743206029";23;7.39;1.8;10;5;8
"743206045";24;7.92;1.56;10;4;8
"743206061";12;7.75;2.01;10;4;9
"743211375";33;7.3;1.79;10;5;7
"743211383";31;6.74;2.31;10;2;7
"743222229";13;8.54;1.27;10;7;9
"743224574";24;7.71;1.68;10;3;8
"743225082";18;7.5;1.54;10;4;8
"743225325";14;7.57;1.22;10;5;8
"743225406";30;7.8;2.04;10;3;8
"743225422";11;7.73;1.42;10;5;8
"743227441";48;8.58;1.33;10;5;9
"743235150";26;7.77;1.97;10;5;8
"743237188";56;7.84;1.76;10;2;8
"743237196";9;7.89;1.76;10;5;8
"743245520";23;7.04;2.16;10;2;8
"743262174";13;8;2.12;10;3;9
"743406176";12;7.5;1.73;10;5;8
"743407083";16;7.44;1.86;10;4;8
"743411250";12;7.17;1.9;10;5;7.5
"743411269";13;8;1.53;10;5;8
"743411323";11;8.55;1.13;10;6;9
"743411331";8;7.5;1.31;10;6;7.5
"743412028";26;7.35;1.55;10;4;7
"743417682";21;7.67;1.59;10;4;8
"743418174";127;8.09;1.35;10;5;8
"743418190";10;8.4;1.07;10;6;8.5
"743418204";30;7.87;1.28;10;4;8
"743424425";13;8.31;1.75;10;5;9
"743436210";37;7.68;1.56;10;4;8
"743437640";14;7.64;1.45;10;5;8
"743437802";16;8.5;1.32;10;5;8.5
"743439740";14;8.57;1.22;10;7;8
"743454146";15;8.4;1.59;10;5;9
"743454529";17;9.65;0.49;10;9;10
"743455967";13;8.69;1.8;10;5;9
"743457358";19;8.11;1.66;10;4;8
"743460529";18;7.06;1.95;10;2;7
"743467523";24;7.38;2.16;10;2;8
"743469801";21;8.14;1.71;10;4;8
"743486226";12;7.92;1.62;10;5;8
"753804700";4;7.25;0.96;8;6;7.5
"765341972";15;6.13;1.6;8;3;7
"765342987";19;8.11;2.49;10;1;9
"767900383";37;7.3;2.12;10;1;8
"767902513";13;8.38;1.45;10;6;9
"767902521";37;8.32;1.16;10;5;8
"767902890";15;8.2;1.7;10;4;8
"767903382";14;8.07;1.33;10;6;8
"767903579";14;7.5;1.87;10;4;7.5
"767903862";13;7.69;2.18;10;1;8
"767905180";55;7.56;1.97;10;1;8
"767905202";18;7.17;2.07;10;3;7.5
"767905385";32;7.91;1.25;10;6;8
"767905938";9;8.44;1.42;10;6;8
"767907817";24;7.58;1.41;10;4;8
"767912233";13;7.69;1.44;10;5;8
"767913000";14;7.79;0.89;9;6;8
"767914767";14;7.86;1.66;10;4;8
"767915054";20;6.25;1.71;9;4;6.5
"767916069";18;6.94;1.8;10;4;7.5
"786808551";15;8.47;0.99;10;6;8
"786817070";39;7.64;1.77;10;3;8
"786861347";10;7.5;2.01;10;4;8
"786862564";21;7.38;1.91;10;4;7
"786866020";11;8.73;1.68;10;5;9
"786866276";10;8;1.56;10;5;8
"786866586";18;6.33;2.2;10;2;7
"786866845";18;8.22;1.35;10;5;8
"786867647";29;8.38;1.37;10;5;9
"786868015";15;7.93;1.79;10;4;8
"786868619";20;8;1.89;10;3;8
"786868716";113;7.96;1.72;10;3;8
"786869216";11;7.91;1.51;10;5;8
"786881852";50;7.7;1.62;10;4;8
"786884592";14;7.14;1.99;10;4;8
"786885688";35;7.31;1.78;10;3;8
"786889020";19;7;2.16;10;2;8
"786889616";16;7.12;1.71;10;4;7
"786890436";22;6.95;1.86;10;2;7.5
"802130208";27;7.52;2.29;10;3;8
"802135196";14;6.64;1.91;9;3;7
"802139256";22;8.05;1.43;10;5;8
"804102988";12;8.33;1.07;10;7;9
"804105820";25;8.2;1.38;10;5;8
"804106304";99;8.2;1.26;10;5;8
"804108749";22;7.64;1.62;10;4;8
"804111359";30;7.4;2.22;10;1;8
"804111898";11;7.64;1.69;10;5;8
"804114609";13;8.85;0.99;10;7;9
"804114986";57;8.04;1.69;10;2;8
"804115613";21;8.43;1.36;10;5;8
"804115761";21;6.62;2.11;10;3;6
"805019375";18;7.5;1.1;10;6;7
"805036377";14;7.71;1.38;10;5;8
"805036504";16;7.75;1.53;10;5;8
"805059555";22;7.64;1.71;10;5;8
"805062971";21;8.52;1.12;10;7;8
"805063889";18;8.39;0.98;10;7;8.5
"805063897";58;8.16;1.54;10;4;8
"807083054";9;8.78;1.39;10;6;9
"811801802";17;8.65;1;10;7;9
"811802981";18;8.83;1.1;10;7;9
"811825558";13;8.77;0.83;10;7;9
"812509250";12;7.67;1.72;10;4;7.5
"812511816";19;7.68;1.92;10;3;8
"812543262";13;7.62;1.66;10;5;8
"812548051";18;8.83;1.04;10;7;9
"812548094";14;8.14;1.66;10;5;8
"812550706";53;8.98;1.08;10;5;9
"812550757";15;8.53;1.25;10;6;9
"812570944";18;8.06;1.21;10;6;8
"812575717";9;9.11;1.36;10;6;10
"812967240";16;7;2.03;10;2;7
"812971043";10;7;2.58;9;1;8
"826308791";13;8.85;1.41;10;6;9
"836204387";17;9.29;1.26;10;5;10
"836217691";15;9.27;0.88;10;8;10
"836218353";17;8.88;1.8;10;5;10
"836218515";14;8.71;1.14;10;7;8.5
"836218620";16;9.06;1.34;10;5;9.5
"836218787";15;9.4;1.4;10;5;10
"836220889";16;9.56;0.73;10;8;10
"836221192";14;8.29;1.77;10;5;9
"836221362";11;9.45;0.82;10;8;10
"8408043641";11;7.91;1.3;10;5;8
"842329129";81;7.69;2.25;10;1;8
"842329218";49;8.29;1.91;10;3;9
"842329242";43;8.4;1.75;10;4;9
"842329250";31;8.77;1.36;10;5;9
"842329269";23;8.78;1.28;10;5;9
"842329277";20;7.95;1.9;10;3;8
"842329285";17;8.12;1.54;10;5;8
"842329293";14;8.5;1.74;10;4;8.5
"842332251";22;8.5;1.6;10;5;9
"842332278";15;8.27;1.39;10;6;8
"842332340";14;8.21;2.01;10;5;8.5
"842342702";20;7.25;3.01;10;1;7
"860074382";18;8.44;1.04;10;7;8.5
"865471185";13;8.85;0.99;10;7;9
"871136791";34;8.03;1.53;10;4;8
"874776945";16;8.69;1.2;10;6;9
"875421180";18;8.39;2.3;10;2;9.5
"877017883";30;9.03;1.3;10;5;10
"877733759";16;8.69;1.45;10;6;9
"880381736";11;7.55;1.69;10;5;8
"8806142100";2;8;0;8;8;8
"884046818";15;6.6;2.8;10;2;8
"8845205118";2;8.5;2.12;10;7;8.5
"886777631";9;8.67;1.73;10;5;9
"887307876";16;8.31;1.3;10;6;8.5
"891073906";8;8.75;1.04;10;7;9
"891075275";14;9.07;0.92;10;7;9
"894803204";21;7.9;1.67;10;5;8
"894805770";26;8.15;1.69;10;3;8
"894808249";23;8.3;1.99;10;3;9
"920668372";11;9.45;0.82;10;8;10
"971263906";9;7.22;1.2;8;5;8
"971880107";182;4.26;2.36;10;1;4
"99245027";11;7.09;1.76;10;4;7
"99771519";36;8.42;1.48;10;5;9
