"ISBN";"nb.Ratings";"mean";"sd";"max";"min";"med"
"553295977";14;8.43;1.83;10;5;9
"553296981";50;8.9;1.36;10;5;9.5
"553299506";14;7.57;1.5;10;5;7.5
"553348973";12;7.33;1.92;10;5;7
"553348981";12;8.25;1.54;10;5;8
"553375407";32;8.34;1.75;10;5;9
"553377868";16;8.62;1.15;10;6;9
"553377876";10;6.5;1.78;9;3;7
"553377884";8;9.38;0.74;10;8;9.5
"553380095";24;7.5;1.77;10;4;7.5
"553380958";12;8.33;1.78;10;4;8.5
"553560247";26;7.58;2.06;10;1;8
"553560735";18;7.39;1.5;10;5;7
"553561618";26;7.23;1.42;10;4;7.5
"553562614";19;8.32;1.53;10;4;9
"553562738";17;8.41;1.28;10;6;8
"553563521";16;8.12;1.75;10;4;8
"553564528";19;7.63;1.38;10;5;7
"553565915";16;6.94;1.84;10;4;7
"553569031";13;8.31;1.25;10;6;8
"553569058";10;7.5;1.65;10;5;7.5
"553569155";20;7.65;1.57;10;5;8
"553569910";28;7.68;1.66;10;3;8
"553571656";16;8;1.83;10;3;8
"553571818";15;7.27;1.79;10;4;8
"553571885";22;8.18;1.37;10;5;8
"553572040";13;7.31;2.29;10;3;7
"553572202";15;7.47;1.25;10;5;8
"553572210";12;6.5;1.24;8;5;7
"553572326";21;8.14;1.46;10;5;8
"553572997";55;7.84;1.92;10;2;8
"553573136";29;8;1.69;10;4;8
"553573209";13;6.77;1.48;9;5;7
"553573403";22;8.86;1.46;10;5;9
"553573616";12;7.83;1.47;10;5;7.5
"553574574";30;7.83;1.93;10;4;8
"553574639";13;8.62;1.5;10;6;9
"553574663";17;7.41;1.8;10;5;8
"553574671";15;7.07;1.75;10;5;7
"553575384";19;8.37;2.01;10;2;9
"553576089";14;8.29;1.38;10;5;8
"553576798";13;7.08;1.71;10;5;7
"553576801";17;8;1.87;10;4;8
"553578022";28;7.75;1.46;10;5;8
"553578308";16;7.56;1.59;10;5;7.5
"553578316";25;7.4;2.04;10;2;8
"553578359";10;7.2;2.15;10;3;7
"553578685";14;8.07;1.38;10;6;8
"553578693";21;8.24;1.26;10;5;8
"553579606";31;6.74;1.69;10;2;7
"553579754";32;8.25;1.63;10;3;8
"553579983";12;8.17;1.64;10;5;8
"553580191";26;8;1.5;10;5;8
"553580221";34;7.44;1.73;10;3;8
"553580272";16;7.31;2.06;10;3;7.5
"553580515";15;8.27;1.33;10;6;8
"553580930";14;7.36;1.45;10;5;7
"553581554";19;7.79;1.75;10;5;8
"553582127";25;7.44;1.64;10;3;7
"553582135";24;7.21;1.93;10;3;7
"553582143";20;7.8;1.47;10;5;8
"553582364";16;7.31;1.74;10;3;8
"553582526";20;7.3;1.53;9;4;8
"553582658";9;7.67;1.5;10;5;8
"553582747";42;8.05;1.55;10;3;8
"553582755";42;7.98;1.8;10;3;8
"553582763";18;8;1.71;10;4;8
"553583441";17;7.35;1.73;10;4;7
"553583468";19;7.47;2.29;10;1;8
"553583956";10;7.6;1.17;9;6;7.5
"553583980";10;7.8;2.1;10;5;8
"553584375";15;8.4;1.06;10;6;8
"553584383";16;7.12;1.75;10;4;7
"553584510";20;8.15;1.5;10;4;9
"553586122";16;7.94;2.26;10;2;8
"553801376";15;7.87;1.88;10;4;9
"553801430";11;8.82;1.17;10;7;9
"553802461";10;7.5;2.17;10;4;8
"553802488";10;8;2.05;10;4;8
"553802496";21;8.19;1.66;10;5;8
"571081789";12;8.33;1.5;10;6;8.5
"575400951";9;7.89;0.78;9;7;8
"590112899";12;9;0.95;10;7;9
"590353403";72;8.88;1.52;10;5;10
"590371258";5;7.8;2.17;10;5;9
"590660543";18;8.5;1.25;10;7;8
"60008032";17;7.41;1.62;9;2;8
"60008776";7;6.71;1.25;8;5;7
"60085452";16;8.12;1.09;10;6;8
"60090367";13;7.85;1.52;10;5;8
"60096195";27;8.19;1.3;10;5;8
"60168013";4;8;1.63;10;6;8
"60173289";31;7.58;2.09;10;2;8
"60175400";29;8.72;1.41;10;5;9
"60175966";17;8;1.5;10;5;8
"60188731";20;7.7;2.18;10;2;8
"60194448";10;7.9;0.99;9;6;8
"60198133";14;7.57;1.02;9;5;8
"60199652";31;8.45;1.55;10;4;9
"60248025";21;8.52;1.63;10;5;9
"60256672";15;9.6;0.91;10;7;10
"60256737";13;9.08;1.26;10;7;10
"60391626";43;8.33;1.74;10;4;9
"60392452";92;7.76;2.2;10;1;8
"60502258";85;7.51;1.79;10;2;8
"60505885";14;7.21;1.53;9;5;7
"60512806";11;8.55;2.58;10;1;9
"60512822";15;8.33;1.68;10;5;9
"60517794";14;7.71;1.64;10;5;8
"60740450";13;7;2.55;10;1;8
"60809833";12;8.83;1.75;10;5;10
"60830956";15;8.53;1.36;10;5;9
"60914653";16;8.38;1.5;10;5;9
"60915544";57;8.42;1.24;10;5;9
"60916508";32;8.5;1.72;10;3;9
"60920084";22;7.64;1.5;10;4;7.5
"60921145";44;7.73;1.58;10;5;8
"60922532";26;7.92;1.35;10;5;8
"60926317";17;6.82;2.24;10;2;7
"60927569";10;8.3;1.49;10;6;9
"60928336";147;7.81;1.64;10;3;8
"60929790";26;8.23;1.86;10;2;9
"60929871";40;7.9;1.58;10;2;8
"60930187";25;7.84;2.19;10;3;8
"60930535";94;8.19;1.74;10;3;9
"60931418";16;8.19;1.38;10;5;8
"60932139";9;7.44;1.51;10;5;7
"60932759";18;7.44;1.15;9;5;8
"60932813";12;7.67;0.98;10;7;7
"60934417";65;8.15;1.45;10;5;8
"60934719";17;7.88;1.45;10;5;8
"60934913";15;8.27;1.28;10;5;8
"60935464";8;8.88;1.13;10;7;9
"60936363";17;8.18;2.1;10;3;9
"60938455";73;8.41;1.49;10;4;9
"60955775";10;7.4;2.27;9;2;8.5
"60958022";37;7.84;1.64;10;3;8
"60959037";54;8.28;1.17;10;6;8
"609608444";17;8.59;1.28;10;6;9
"609610597";30;7.1;2.31;10;2;7.5
"60964049";23;8.48;1.53;10;5;9
"60976241";15;7.87;1.6;10;5;8
"60976497";12;5.75;2.45;10;1;6
"60976845";90;7.7;1.75;10;2;8
"60977493";47;7.51;2.03;10;1;8
"609804138";54;7.72;2.29;10;1;8
"609807900";16;8;1.37;10;5;8
"60987103";79;7.89;1.71;10;3;8
"60987529";45;7.91;1.2;10;5;8
"60987561";58;8.31;1.86;10;2;9
"60988649";10;6.3;2.11;9;3;6.5
"61000027";6;7;1.9;10;4;7
"61000043";16;7.81;1.6;10;5;8
"61000175";14;7.5;2.21;10;2;8
"61009059";70;8.06;1.3;10;5;8
"61013412";9;6.89;1.54;10;5;7
"61015725";35;7.91;1.69;10;3;8
"61020710";19;7.42;1.77;10;2;8
"61030635";11;7.55;1.57;9;5;8
"61030643";11;8;1.1;10;6;8
"61031070";13;7.38;1.66;10;5;7
"61031410";13;7.62;1.45;10;5;8
"61031844";12;5.83;1.99;9;3;5.5
"61032093";13;7.69;1.03;9;5;8
"61044431";11;7.55;1.29;9;5;8
"61057649";12;8.92;1;10;7;9
"61092177";14;8.36;1.22;10;6;8
"61092606";13;7.77;1.3;10;5;8
"61092614";12;8.17;1.19;10;6;8
"61093335";9;7.22;2.11;10;3;8
"61094129";8;7.75;1.49;10;5;8
"61096113";16;7.44;1.46;10;5;8
"61097101";30;7.5;1.7;10;5;8
"61097314";29;7.79;1.78;10;3;8
"61097853";16;7.88;1.71;10;5;8
"61097861";18;8.11;1.18;10;5;8
"61098795";10;6.9;1.52;10;5;7
"618002219";24;8.83;1.76;10;2;9
"618002227";22;9;1.48;10;5;9.5
"618002235";16;9.88;0.34;10;9;10
"618129022";19;8.89;1.49;10;5;9
"62502174";8;9.25;0.89;10;8;9.5
"62502182";42;8.02;1.55;10;5;8
"64400018";16;8.94;1.12;10;7;9
"64400026";17;8;2.37;10;1;8
"64400042";17;8.47;2.15;10;2;9
"64400557";38;9.11;1.2;10;5;10
"64400581";9;7.89;1.96;10;5;8
"64401847";23;8.7;1.49;10;5;9
"64405176";14;7.71;2.05;10;5;8.5
"64405842";12;7.92;1.44;10;5;8
"64407055";13;8.23;1.42;10;5;8
"64407667";63;7.52;2.09;10;2;7
"64407675";32;8.28;1.57;10;5;8.5
"64407683";24;8.08;1.61;10;5;8
"64407691";16;8.69;1.25;10;6;9
"64471047";26;8.88;1.28;10;5;9
"64471055";14;8.5;1.22;10;7;8.5
"64471063";15;8.6;1.5;10;5;9
"64471101";18;8.89;1.02;10;7;9
"64471837";13;8.46;1.13;10;7;8
"64472272";29;7.72;1.69;10;5;8
"66211611";11;7.27;1.27;9;6;7
"66214122";43;7.6;2.03;10;2;8
"66214440";13;6.77;1.54;9;5;7
"670030643";19;7.95;1.08;10;6;8
"670031909";18;7.94;1.3;10;5;8
"670032379";9;8.11;1.76;10;4;9
"670805149";16;8.12;1.54;10;5;8.5
"670813028";15;8.33;1.72;10;5;9
"670813648";13;8.77;1.74;10;5;10
"670835382";17;8.24;2.02;10;5;9
"670839531";23;7.74;2.34;10;2;8
"670844527";22;7.86;1.78;10;5;8
"670855030";19;8.53;1.9;10;5;9
"670858692";21;8;1.7;10;5;8
"670865796";21;7.33;2.2;10;1;7
"670868361";17;8.12;1.41;10;5;8
"670869902";15;6.27;2.28;10;2;6
"670880728";34;7.44;1.97;10;1;7
"670891576";11;7.45;1.51;10;5;8
"670892963";33;7.39;1.64;10;4;8
"670894184";21;7.1;2.59;10;2;7
"670894605";25;9.04;1.14;10;7;10
"671001132";14;8.5;1.34;10;6;9
"671001795";58;8.17;1.3;10;5;8
"671002481";10;7.8;1.62;9;5;8.5
"671003755";93;7.3;1.77;10;1;8
"671004107";33;7.82;1.7;10;3;8
"671004530";35;7.8;1.3;10;5;8
"671004549";20;7.55;1.85;10;5;8
"671004565";16;7.5;1.32;10;5;8
"671004573";26;7.85;1.69;10;5;8
"671011367";33;7.39;1.58;10;5;8
"671011375";21;7.71;1.49;10;3;8
"671014196";20;7.35;1.63;10;4;7
"671014919";19;6.63;1.86;10;3;7
"671016768";9;7.89;1.17;10;6;8
"671016776";9;7.11;1.83;10;5;7
"671021001";105;7.7;1.74;10;3;8
"671023616";28;7.79;1.64;10;3;8
"671024094";16;8.06;1.84;10;5;9
"671024108";15;6.8;1.52;9;4;7
"671024248";32;7.41;1.79;10;3;7.5
"671025333";12;7;2.59;10;2;7.5
"671026011";18;7.78;1.4;10;5;8
"671027344";22;7.68;2.06;10;3;8
"671027360";138;8.12;1.66;10;2;8
"671027387";45;7.58;1.89;10;2;8
"671027573";17;7.76;1.89;10;5;8
"671027581";19;7.21;1.9;10;3;8
"671027646";13;8;1.47;10;5;8
"671027662";18;7.78;1.99;10;3;8.5
"671028367";22;7.27;1.58;10;5;7
"671028375";25;8.08;1.38;10;5;8
"671028383";15;7.2;1.7;9;2;8
"671034006";21;8.1;1.3;10;5;8
"671034022";17;8.06;1.3;10;5;8
"671036505";22;7.09;1.85;10;4;7
"671038184";43;7.6;1.72;10;1;8
"671038443";17;7.76;1.71;10;4;8
"671038567";9;7.22;1.72;10;5;7
"671039725";16;8.44;1.82;10;5;9
"671039741";13;8.62;1.45;10;5;9
"671041789";50;8.4;1.56;10;4;9
"671042262";26;7.88;1.88;10;3;8
"671042556";11;8.09;1.04;10;6;8
"671042572";24;7.62;1.24;10;5;8
"671042858";39;6.82;2.19;10;2;7
"671250671";27;7.78;1.58;10;5;8
"671443283";13;7;1.63;10;5;7
"671510053";67;7.75;1.76;10;2;8
"671519816";10;7.9;1.52;10;5;8
"671524313";15;8;1.85;10;5;8
"671525743";13;7.62;1.66;10;5;8
"671527215";17;8.47;1.97;10;2;9
"671534718";16;7.06;2.38;10;2;6.5
"671534734";21;6.67;2.42;10;1;6
"671568175";17;7.06;1.89;10;5;7
"671617028";39;8.72;1.26;10;5;9
"671623249";7;8;1.63;10;5;8
"671670689";16;7.44;2.61;10;1;8.5
"671673688";21;7.05;1.83;10;3;8
"671683993";15;7.87;1.3;10;6;8
"671693816";25;6.76;1.81;10;3;7
"671695126";13;8.08;1.93;10;5;8
"671695169";13;6.85;2.54;10;1;7
"671701231";16;7.56;1.59;10;4;8
"671705091";17;8.53;1.77;10;5;9
"671708635";24;6.54;2.04;10;2;6.5
"671727583";17;6.53;1.33;9;4;7
"671727796";31;8.32;1.54;10;4;9
"671729411";19;8.16;1.21;10;6;8
"671741187";16;7.75;1.48;10;5;8
"671741195";15;7.93;1.28;10;6;8
"671742515";10;8.3;1.49;10;6;8.5
"671743058";15;8;2.04;10;3;8
"671744216";19;8.37;1.95;10;4;9
"671755064";12;7.42;1;9;6;7
"671758896";25;7.44;1.8;10;5;8
"671759345";18;7.72;2.05;10;4;8
"671776134";22;7.82;1.5;10;5;8
"671776975";14;8.43;1.4;10;7;8.5
"671789422";16;8.5;1.46;10;5;9
"671793489";29;8.38;1.24;10;5;8
"671867091";22;8.27;1.61;10;4;9
"671867113";31;7.87;1.8;10;3;8
"671867156";32;7.84;1.51;10;5;8
"671867172";31;7.29;1.85;10;3;7
"671868691";15;7.8;1.66;10;5;8
"671880187";25;8;1.68;10;3;8
"671880314";27;8.3;1.35;10;4;9
"671886665";17;8.18;1.51;10;5;8
"671888587";19;7;1.73;10;4;7
"671894455";29;7.41;2.38;10;1;8
"679405283";15;7;2.3;10;2;7
"679412956";20;7.35;1.6;10;5;7.5
"679419454";13;8;1.22;10;6;8
"679419462";21;7.71;1.38;10;5;8
"679426140";11;8.36;1.43;10;6;9
"679426159";20;7.85;1.73;10;4;8
"679429220";51;8.02;1.52;10;5;8
"679432477";15;8.4;1.84;10;4;9
"679439382";18;5.72;2.24;9;1;6
"679441018";24;7;2.23;10;3;8
"679442790";20;7.15;1.87;10;4;7.5
"679444815";34;8.03;1.77;10;4;8
"679446486";23;8;1.51;10;5;8
"679448594";16;6;2.19;9;2;6
"679454454";12;8.25;1.54;10;5;9
"679454489";14;7.43;2.03;10;4;8
"679457313";12;7.58;2.5;10;2;8
"679457526";21;8.19;1.25;10;6;8
"679459618";15;7.4;1.4;10;5;7
"679459626";13;7.46;1.71;10;5;8
"679720200";28;7.54;2.12;10;3;8
"679721037";14;8.5;1.34;10;6;8
"679721886";16;8.25;1.65;10;5;9
"679723110";16;7.75;1.48;10;5;7.5
"679723161";30;8.27;1.74;10;3;9
"679731148";36;8.03;1.48;10;5;8
"679731725";21;7.95;1.83;10;5;8
"679732411";15;7.67;2.38;10;3;9
"679732764";12;8.58;1.38;10;6;9
"679734775";28;7.89;1.13;10;5;8
"679735666";12;8.08;1.83;10;5;8.5
"679735771";27;7.3;2.03;10;3;8
"679735909";26;7.92;1.81;10;5;8
"679736042";14;7.64;1.39;10;5;7.5
"679742298";16;8.38;1.36;10;5;9
"679744398";23;7.26;2.05;10;2;8
"679745203";44;7.57;1.53;10;4;8
"679746048";66;7.38;1.51;10;2;7
"679751521";32;7.62;1.56;10;5;8
"679751602";22;7.73;1.49;10;5;8
"679772677";16;8.25;1.06;10;7;8
"679774025";9;8.56;1.24;10;6;9
"679775439";11;8.36;1.29;10;7;8
"679776818";13;7.46;1.66;10;5;8
"679785892";17;8.24;1.52;10;6;8
"679879242";13;7.62;1.56;10;5;8
"679886370";11;8.36;1.63;10;6;9
"684195976";14;8;1.71;10;3;8.5
"684195984";20;7.75;1.59;10;5;7
"684800713";15;7.4;2.53;10;3;8
"684801051";10;8.4;1.58;10;6;9
"684801221";17;8.88;1.54;10;5;10
"684801523";51;7.73;2.15;10;2;8
"684803860";10;8;1.33;10;6;8
"684810387";16;7.12;1.75;10;3;8
"684810395";13;7.85;1.41;10;5;8
"684814994";17;8.12;2.03;10;4;8
"684832291";13;7.31;1.38;9;5;7
"684833395";27;8.33;1.9;10;3;9
"684835959";13;7.92;1.75;10;4;8
"684835983";13;8.62;1.26;10;6;9
"684841185";13;8.08;1.55;10;5;8
"684848783";39;7.44;1.8;10;2;8
"684853507";21;8.57;1.33;10;5;9
"684853515";28;7.96;1.93;10;2;8
"684853523";19;8.32;2.31;10;2;9
"684857820";22;8;1.51;10;3;8
"684862719";16;7.62;1.59;10;3;8
"684863472";14;6.57;2.41;10;2;6.5
"684865742";33;7.42;1.85;10;2;8
"684867621";29;7;2.1;10;3;7
"684872153";67;8.28;1.76;10;2;9
"684874350";63;8.33;1.78;10;3;9
"688170528";21;7.86;2.2;10;2;9
"688177743";16;7.38;2.06;10;3;8
"688177751";29;7.52;1.4;10;4;8
"688177859";20;7.9;1.62;10;5;8
"688177867";11;6;2.24;10;3;6
"689817851";19;7.74;1.52;10;5;8
"70212570";47;8.62;1.17;10;6;9
"7110928";12;8.5;1.57;10;5;8
"740704818";15;8.8;2.43;10;1;10
"740723367";11;8.45;1.75;10;5;9
"743203631";28;7.32;1.61;10;4;7
"743206029";25;7.24;1.67;10;5;7
"743206045";28;7.68;1.61;10;4;8
"743206061";13;7.46;2.07;10;4;8
"743211375";33;7.36;1.8;10;5;7
"743211383";35;6.8;2.26;10;2;7
"743222229";12;8.08;1.16;10;7;8
"743224574";22;7.36;1.79;10;3;7.5
"743225082";16;7.75;1.24;9;4;8
"743225325";11;7.45;0.93;9;6;8
"743225406";28;7.61;1.99;10;3;8
"743225422";10;7.8;1.48;10;5;8
"743227441";40;8.7;1.22;10;6;9
"743235150";17;8.71;1.65;10;5;9
"743237188";49;7.63;1.79;10;2;8
"743237196";11;8.09;1.81;10;5;8
"743245520";22;7;2.16;10;2;8
"743262174";11;8.18;2.23;10;3;9
"743406176";15;7.8;1.66;10;5;8
"743407083";15;7.73;1.79;10;4;9
"743411250";10;7.2;1.48;9;5;7.5
"743411269";15;7.33;1.72;10;4;7
"743411323";13;8.62;1.04;10;6;9
"743411331";10;7.7;1.16;10;6;8
"743412028";27;7.78;1.5;10;4;8
"743417682";20;7.7;1.63;10;4;8
"743418174";118;8.01;1.35;10;5;8
"743418190";13;7.54;1.76;10;3;8
"743418204";31;7.74;1.71;10;3;8
"743424425";13;8.23;1.74;10;5;8
"743436210";38;7.34;1.98;10;3;8
"743437640";16;7.81;1.05;10;6;8
"743437802";18;8.5;1.5;10;4;8
"743439740";17;8.59;1.18;10;7;8
"743454146";12;8.5;1.38;10;5;8.5
"743454529";15;9.47;0.52;10;9;9
"743455967";10;9;1.63;10;5;10
"743457358";24;8.17;1.63;10;4;8
"743460529";18;7;1.97;10;2;7
"743467523";24;7.42;2.15;10;2;8
"743469801";21;8;1.7;10;4;8
"743486226";16;7.88;1.78;10;4;8
"753804700";5;7.4;1.14;9;6;7
"765341972";14;6.71;1.38;9;4;7
"765342987";18;8.44;2.15;10;1;9
"767900383";39;7.26;2.01;10;1;7
"767902513";16;8.19;1.33;10;6;9
"767902521";41;8.27;1.3;10;5;8
"767902890";14;9.07;1;10;7;9
"767903382";11;8.18;1.25;10;6;8
"767903579";13;6.77;1.96;10;3;7
"767903862";9;7.67;2.65;10;1;8
"767905180";44;7.55;1.73;10;3;8
"767905202";16;7.75;1.61;10;5;7.5
"767905385";36;7.89;1.39;10;5;8
"767905938";12;7.92;2.15;10;3;8
"767907817";23;7.91;1.47;10;4;8
"767912233";11;7.64;1.57;10;5;8
"767913000";12;7.75;0.87;9;6;8
"767914767";13;7.92;1.98;10;4;8
"767915054";20;6.4;1.82;10;4;7
"767916069";18;6.33;2.11;10;2;6.5
"786808551";17;8.59;1;10;6;9
"786817070";43;7.72;1.75;10;3;8
"786861347";7;7.43;1.81;10;4;8
"786862564";17;7;1.84;10;4;7
"786866020";14;7.64;2.21;10;4;8
"786866276";11;7.91;1.45;10;5;8
"786866586";18;6.56;2.15;10;2;7
"786866845";15;8.2;1.47;10;5;8
"786867647";32;8.44;1.24;10;5;9
"786868015";13;7.85;1.82;10;4;8
"786868619";18;7.89;2.05;10;3;8
"786868716";119;7.94;1.79;10;3;8
"786869216";14;7.93;1.73;10;5;8
"786881852";46;7.43;1.53;10;4;7
"786884592";13;7.31;1.84;10;5;8
"786885688";39;7.26;1.73;10;3;7
"786889020";18;7.17;2.38;10;2;8
"786889616";15;7.07;1.75;10;4;7
"786890436";25;6.92;1.87;10;2;7
"802130208";38;7.32;2.64;10;2;8
"802135196";11;7.09;1.97;10;3;7
"802139256";24;8.04;1.23;10;5;8
"804102988";12;7.75;1.36;10;5;7.5
"804105820";29;7.93;1.53;10;5;8
"804106304";92;8.21;1.17;10;5;8
"804108749";21;7.38;1.5;10;4;8
"804111359";34;7.68;1.8;10;4;8
"804111898";15;7.67;1.63;10;5;8
"804114609";14;8.5;1.22;10;7;8.5
"804114986";49;8.18;1.48;10;5;8
"804115613";15;8.2;1.37;10;5;8
"804115761";16;7.25;1.98;10;3;7
"805019375";21;7.67;1.24;10;5;8
"805036377";13;7.85;1.46;10;5;8
"805036504";18;7.39;1.5;10;5;7.5
"805059555";19;7.79;1.51;10;5;8
"805062971";23;8.26;1.29;10;5;8
"805063889";17;8.18;1.19;10;6;8
"805063897";63;8.22;1.54;10;4;8
"807083054";8;8.75;1.39;10;6;9
"811801802";19;9.16;0.9;10;7;9
"811802981";17;8.59;1;10;7;8
"811825558";20;8.2;2.02;10;2;8.5
"812509250";13;8.08;2.02;10;4;8
"812511816";28;8.07;1.86;10;3;8
"812543262";14;7.71;1.49;10;5;8
"812548051";17;8.71;1.26;10;6;9
"812548094";15;8.2;1.61;10;5;8
"812550706";59;8.85;1.39;10;3;9
"812550757";13;8.23;1.42;10;5;8
"812570944";21;7.76;1.34;10;5;8
"812575717";12;9.08;1.56;10;5;10
"812967240";19;7.16;1.98;10;2;8
"812971043";14;7.29;2.16;9;2;8
"826308791";13;8.38;1.66;10;5;9
"836204387";16;9.38;1.26;10;5;10
"836217691";16;9.19;0.91;10;8;9.5
"836218353";15;8.87;1.81;10;5;10
"836218515";13;8.85;1.14;10;7;9
"836218620";19;9.32;1.25;10;5;10
"836218787";11;9.82;0.6;10;8;10
"836220889";18;9.56;0.7;10;8;10
"836221192";11;8.18;2.04;10;5;9
"836221362";18;9.39;0.98;10;7;10
"8408043641";11;8.18;1.47;10;5;8
"842329129";75;7.85;2.32;10;1;8
"842329218";53;8.38;1.86;10;3;9
"842329242";37;8.54;1.64;10;4;9
"842329250";30;8.23;1.76;10;4;8.5
"842329269";24;8.5;1.53;10;4;9
"842329277";16;7.62;2.28;10;3;8
"842329285";18;8.61;1.46;10;5;9
"842329293";12;8.5;1.83;10;4;9
"842332251";17;7.71;1.76;10;5;8
"842332278";13;8.15;1.41;10;6;8
"842332340";16;8.5;1.9;10;5;9
"842342702";21;6.86;3.04;10;1;7
"860074382";16;8.56;1.03;10;7;9
"865471185";12;8.75;1.06;10;7;8.5
"871136791";29;8.17;1.75;10;4;8
"874776945";15;8.4;1.64;10;5;9
"875421180";15;8.4;2.44;10;2;9
"877017883";34;9.03;1.29;10;5;10
"877733759";16;8.88;1.31;10;6;9
"880381736";13;7.62;1.76;10;5;8
"8806142100";2;8;0;8;8;8
"884046818";13;5.92;2.6;10;2;6
"8845205118";2;9.5;0.71;10;9;9.5
"886777631";8;8.75;1.58;10;6;9.5
"887307876";14;7.64;1.6;10;5;7.5
"891073906";13;8.31;1.44;10;5;8
"891075275";10;8.8;1.62;10;5;9
"894803204";26;8.12;1.51;10;5;8
"894805770";32;8.12;1.88;10;3;8
"894808249";19;8.37;1.64;10;5;9
"920668372";12;9.5;0.8;10;8;10
"971263906";10;7.2;1.62;10;5;8
"971880107";179;4.18;2.34;10;1;4
"99245027";16;7.06;1.73;10;4;7
"99771519";37;8.35;1.46;10;5;9
